stage,endocrine_pancreas,epidermis,erythrocytes,eye,fast_muscle,fin_mesenchyme,glial,gut,immune,ionocyte,melanocytes,mesenchyme,mucous,neural,olfactory,spinal_cord,vasculature,xanthophores
 24-34,0,0.83,0,1.78,0,0,0,0,0,0,0,0,0,1.59,0,0,0,0
 36-46,0,0,0,1.3,0,0,0,0,0,0,0.58,0,0,0,0,1.88,0,0
 48-58,0,0,0,14.86,0,0,0,0,0,0,0,0,0,0.63,0.93,0.73,0,3.34
 60-70,0,0,0,155.57,0,0,4.52,0,0,0,7.38,0,0,2.01,0,4.23,0,0
 72-82,0,0,0,287.13,0.5,8.97,1.45,0,0,0,0,3.09,0,22.68,0,3.58,1.04,0
 84-94,2.22,0,1.04,279.61,0,0,0,0,0,1.52,0,0,0,0,0,0,4.81,0
 96-106,1.43,0,0,119.45,0,0,0.76,0,0,0,0,0,0,2.34,0,0,5.09,0
108-118,0,0,0,105.17,0,0,0,0.7,0.81,0,0,2.97,3.43,3.36,0,0,0,0
120,0,0,0,58.35,0,0,0,0,0,1.39,0,0,0,7.45,0,0,0,0
