stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,284.13,5235.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,218.19,0,0,0,0,0,0,0,0,0,0,0
  5-6,235.04,2777.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,186.76,18.98,0,0,36.41,0,48.76,0,0,0,0,0,0,0,0,0,0,0
  7-9,106.43,135.28,0,83.25,0,0,0,606.75,0,0,0,0,0,143.7,0,0,0,0,0,0,0,0,0,0,3733.52,84.32,0,0,946.7,0,0,9.39,0,12.83,0,0,0,0,0,0,0,0
 10-12,0,163.65,0,208.6,0,16.41,0,349.34,0,0,0,0,0,129.99,0,0,0,0,0,0,0,0,0,0,4256.68,142.68,0,0,1212.86,0,13.42,6.8,9.04,295.36,0,19.63,5.09,0,0,0,0,0
 14-21,3.58,0,0,37.98,280.71,82.45,0,158.41,0,4.26,0,19.5,18.16,5.11,2.51,0,6.9,0,0.92,1.19,100.32,0,0,74.67,1546.88,20.55,65.35,44.86,41.89,0,74.92,0,136.16,4.37,0,155.9,396.53,0,0,1.36,0,0
 24-34,0,0,1.58,10.32,61.63,4.11,0,168.12,0,2.7,0.64,32.57,13.82,1.78,0.67,0,7.73,0.83,5.47,4.77,121.8,4.04,1.66,27.44,1292.07,6.33,255.73,20,0,0,45.91,0,0,3.15,0,13.62,205.05,0,0,6.87,0,0
 36-46,0,0,0,1.13,21.53,0,0,169.32,0,0,1.3,34.68,4.91,0,0.6,0.64,0.83,0,2.36,5.24,60.59,0.95,2.14,17.72,659.92,2.33,200.27,4.3,0,0,35.38,0,0,2.17,0,0,103.07,0,0,5.16,0,4.99
 48-58,0,0,0,1.1,29.64,0.39,0,214.72,1.43,2.08,4.76,61.68,7.55,0,1.74,0.54,1.97,0.62,2.84,13.17,89.49,2,3.77,17.83,354.87,0.9,114.5,4.26,0,0,12.68,0,0,0.37,0,0,47.24,0,0,4.08,0,8.47
 60-70,0,0,0,0,20.33,0,0,111.65,0.84,0,1.48,74.68,12.23,0,1.41,0,1.69,0.61,0.61,0,64.8,1.53,0.71,6.32,208.53,8.6,97.21,1.03,0,0.71,10.6,0,5.3,0,0.65,0,13.83,0,0,8.17,0,9.66
 72-82,0,0,1.49,0,25.41,17.46,1.22,82.46,0,0,1.79,82.8,10.89,0.6,4.36,0.55,3.1,0.52,4.83,0,86.16,1.56,2.5,14.78,177.38,0.5,117.53,3.33,0,0,21.21,0,0,1.5,0,0,12.94,2.46,2.09,3.89,1.68,0
 84-94,0,0,8.24,0,26.54,5.86,0,63.18,0,2.66,1.82,60.08,8.5,0,0.78,0,3.7,0.7,1.09,1.8,70.03,0,4.11,22.27,106.3,0,130.28,7.17,0,0,63,0,0,0.6,0,0,10.22,5.55,2.31,11.81,1.6,1.69
 96-106,0,0,0.91,0,33.73,7.91,0,49.23,0,4.17,1.32,42.38,4.21,0,1.53,1.83,3.45,0,5.93,5.29,83.06,4.84,1.66,6.6,123.5,0,153.02,13.14,0,0,39.07,0,0,0.59,0,0,9.99,0.8,0,4.92,1.78,0
108-118,0,0,0.97,0.45,38.77,6.28,1.83,65.93,0,5.46,2.36,92.46,2.52,0,0,1.45,0.64,0.44,1.08,9.17,88.14,11.32,2.2,16.15,150.06,0.54,110.46,9.04,0,0,29.22,0,0,0.85,0,0,3.42,1.52,0.75,5.83,0.58,0.5
120,0,0,1.37,0,41.91,17.56,0,50.59,0,2.19,6.13,68.71,2.12,0,1.54,3.42,2.21,0,0,1.66,29.48,1.47,0,18.13,137.5,0,82.12,0,0,0,16.92,0,0,2.61,0,0,6.97,0,0,11.56,0,0
