stage,blastomeres,endocrine.pancreas,epidermis,eye,mesenchyme,muscle,neural,otic,periderm,spinal.cord,vasculature
  3-4,21.12,0,0,0,0,0,0,0,0,0,0
 24-34,0,0.71,0,0,0,0.71,2.48,0.67,0,5.94,0
 36-46,0,0,0,0,0,0,3.95,0,0,0.76,0
 48-58,0,0,0,0,0,0,8.11,0,0.38,0,0
 60-70,0,0,4.82,0,2.73,0,1.33,0,0,0,0
 72-82,0,0,0,0.81,0.92,0,0.62,0,0,0,0
 84-94,0,0,0,0.68,5.75,0,1.18,0,0,0,0
108-118,0,0,0,0,0,0,1.1,0,0,0,0.89
