stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,0,99.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,8.7,48.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,0,6.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62.77,0,0,0,42.32,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,9.4,0,7.52,0,0,0,14.95,0,0,0,0,0,3.5,0,0,0,0,0,0,0,0,0,0,0,287.1,10.11,0,0,215.79,0,0,0,0,0,0,3.51,0,0,0,0,0
 14-21,0,0,0,0,13.11,3.51,0,7.81,0,0,0,3.11,0,0,0,0,0.9,0,0,0,0,10.6,0,0,3.36,129.91,11.05,0,0,7.8,0,0,15.45,0,0,11.66,47.02,0,0,0,0,0
 24-34,0,0,1.41,1.34,11.93,0,0,25.4,0,0,0,4.75,2.19,0,0.94,0,0.95,0,0,0,0,26.05,0.69,0,6.45,242.71,1.8,5.79,1.81,0,0,6.51,0,1.28,0,4.94,71.71,0,0,10.95,0,4.13
 36-46,0,0,0.99,0,6,0,0,53.07,3.67,1.15,0.84,21.1,0,0.76,3.54,0,0,0,0.56,0,4.78,39.3,0.72,0,31.03,360.54,5.26,1.93,0,0,0,7.31,0,1.54,0.57,0,123.57,0,0,9.95,0.78,2.52
 48-58,0.77,0,0,0,7.41,0,0,73.32,0,0.48,1.3,18.34,0,1.12,1.01,0,0,0.41,2.42,0,4.73,38.03,0,0.83,8.03,307.25,1.32,3.08,0.85,0,0,12.41,0,0.89,0,0,116.11,0,0,3.59,0,8.09
 60-70,0,0,1.4,0,6.78,0,0,318.87,0,6.39,8.73,111.24,0.63,0,1.47,0.66,0,0.71,4.36,2.74,6.97,128.99,2.25,4.54,9.16,410.94,6.5,1.72,3.42,0,3.03,4.56,0,1.17,0,0,125.78,0.77,1.57,24.74,0,17.4
 72-82,0,0,0.61,0,10.13,3.65,0,227.11,0.91,3.57,5.92,138.53,1.95,0.59,6.62,3.08,0.63,3.93,1.05,0,0,142.94,0.95,5.35,11.67,294.41,3.97,5.03,5.61,0,1.65,7.6,0,0.64,0,0,57.41,0,1.62,24.65,2.06,9.87
 84-94,5.55,0,3.8,0,18.15,5.59,0,173.84,0,9.61,15.95,124.12,2.92,0,4.1,11.2,0,2.74,2.98,0.83,5.59,174.65,3.03,4.15,14.5,257.79,7.37,9.7,1.5,0,2.48,31.29,0,0,0,0,73.18,0,0,13.95,3.83,14.53
 96-106,0,0,2.46,0,25.56,18.47,0,164.64,0,1.35,6.69,218.78,4.69,0,3.67,4.68,3.4,10.07,7.74,1.87,0.69,150.88,3.23,7.68,7.15,253.46,4.47,11.1,10.03,0,2.43,17.5,0,2.54,1.26,0,27.4,2.03,3.19,29.71,1.59,9.13
108-118,0,0,0,0,20,2.28,1.45,261.03,0,4.61,9.64,276.79,3.73,0,1.9,2.74,4.19,5.05,5.24,4.71,1.68,228.04,4.95,2.67,14.32,297.57,6.72,1.74,7.11,0,9.53,13.34,0,0.76,0.56,0,31.03,1.51,1.36,34.68,6.57,12.12
120,0,0,3.73,0,26.77,1.56,0,177.3,0,15.53,3.48,286.27,5.95,0,0,3.8,4.61,9.36,4.72,3.18,0,333.63,1.65,2.18,15.48,288.41,9.68,2.37,15.99,0,0,23.62,0,2.61,0,0,32.19,0,0,15.7,8.19,0
