stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,3800.5,18506.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,890.94,0,0,0,0,0,0,0,0,0,0,0
  5-6,7399.53,32722.92,0,26.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,556.99,339.16,0,0,495.83,0,230.19,0,0,0,0,0,0,0,0,0,0,0
  7-9,326.38,270.8,0,113.18,0,0,0,433.85,0,0,0,0,0,216.37,0,0,0,0,0,0,0,0,0,0,0,6529.82,845.39,0,0,6178.71,0,42.79,31.68,0,0,0,0,0,0,0,0,0,0
 10-12,0,86.25,0,499.22,0,24.57,0,210.91,0,0,0,0,0,58.27,0,0,0,0,0,3.73,0,0,0,0,0,3758.62,484.28,0,0,2307.78,0,16.46,4.37,59.65,135.54,0,122.1,26.14,0,0,0,0,0
 14-21,0,0,7.6,460.84,1912.17,260.53,0,692.53,0,41.9,0,368.76,159.33,4.39,34.82,5.55,11.1,0,17.48,4.19,10.64,659.38,7.18,0,969.46,9460.23,512.08,71.84,97.57,53.14,0,344.55,0,1257.89,47.08,445.78,4224.98,5346.4,0,0,53.76,0,7.4
 24-34,2.64,0,16.57,182.5,389.6,32.49,0,712.61,0.72,112.03,16.74,553.48,31.9,5.73,50.13,22.28,14.12,4.45,79,33.94,26.59,892.04,5.61,0.82,480.71,14916.25,132.69,69.64,41.76,0,0.99,539.05,0,13.02,33.05,22.21,385.49,5362.57,0,0,146.96,0,35.06
 36-46,0,0,15.79,10.55,188.33,7.36,0,1373.05,1.36,28.59,8.91,390.69,22.67,0.76,37.55,14.78,5.01,1.32,72.21,19.8,28.39,769.52,7.75,18.89,219.05,12588.91,95.04,30.47,30.91,0,0.97,901.38,0,1.05,15.78,8.69,0,4783.69,0,11.4,156.27,0,98.84
 48-58,4.04,0,2.76,5.1,120.93,3.45,0,1716.58,6.56,37.54,24.02,566.55,18.92,7.41,27.97,33.76,4.33,11.48,35.97,10.09,18.77,672.09,4.64,10.93,124.68,7909.11,66.73,9.24,28.47,0,1.19,692.8,0,0,11.47,1.84,0,3488.34,0,0,109.73,2.76,143.61
 60-70,0,0,5.5,0,102.92,0,0,2661.54,4.21,35.48,20.46,481.59,34.32,8.94,18.56,59.03,3.8,29.59,38.57,3.99,10.89,787.57,3.16,20.28,78.62,5261.03,27.5,5.12,29.94,0,16.95,797.3,0,0,4.06,6.58,0,1577.74,4.63,17.26,60.74,3.38,91.91
 72-82,0,0,23.52,0.51,134.72,0.75,0,3943.78,13.27,35.74,53.05,691.83,49.99,1.03,16.94,43.06,5.68,22.55,49.89,7.68,14.98,1260.98,15.83,32.34,87.87,4080.13,28.11,8.89,20.47,0,20.72,721.17,0,0,2.57,6.29,0,795.48,17.89,21.9,184.16,33.77,130.29
 84-94,0,0,30.5,2.39,318.32,5.86,4.43,2882.95,9.46,120.43,22.82,543.06,87.98,7.59,6.23,68.39,35.77,32.13,70.88,14.07,66.14,1063.03,23.14,42.37,75.78,2864.47,36.13,18.41,49.73,0,45.99,3142.17,0,0,8.05,0.63,0,534.06,28.06,15.12,188.67,21.08,83.26
 96-106,1.12,0,15.89,5.17,406.5,18.82,12.46,4670.45,15.21,133.44,30.76,1203.6,106.86,0,22.07,133.74,39.56,45.93,116.05,22.13,42.26,1075.44,47.17,35.65,55.7,2416.08,25.2,28.96,29.41,0,95.77,2850.55,0,0,11.5,11.16,0,254.69,28.61,13.9,225.52,34.82,91.2
108-118,1.01,0,21.68,5.16,506.19,13.16,10.58,4041.77,13.63,356,37.33,1398.82,125.93,0,13.76,132.39,93.54,154.02,118.67,32.56,55.58,1280.64,79.87,65.44,87.02,3175.73,26.4,32.53,23.94,0,155.08,3818.21,0,0,9.84,5.09,0,202.61,36.67,24.42,155.67,39.56,75.61
120,0,0,14.58,0,288.44,14.24,1.46,2716.48,17.54,155.57,46.86,1119.88,97.68,0,6.72,239.17,22.17,87.31,59.24,41.27,6.57,949.82,32.43,43.92,67.07,3358.83,40.45,14.99,34.35,0,191.67,1326.95,0,0,6.65,4.37,0,129.61,10.91,20.91,245.18,5.18,32.06
