stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,11.1,144.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,11.27,246.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.7,0,0,0,0,0,16.83,0,0,0,0,0,0,0,0,0,0
  7-9,0,16.63,0,0,0,0,0,21.11,0,0,0,0,0,17.61,0,0,0,0,0,0,0,0,0,0,0,163.67,0,0,0,42.57,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,28.22,0,6.43,0,0,0,9.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,259.32,0,0,0,54.66,0,0,0,16.15,0,0,0,0,0,0,0,0
 14-21,0,0,21.87,0,8.98,0,0,5.62,0,0.82,0,0,0,0,0,0,0.82,0,0,0,0,0.92,0,0,2.16,1356.47,0,54.38,1.94,0,0,0,1.97,0,0,1.25,721.14,0,0,0,0,0
 24-34,0,0,17.92,0,18.17,10.06,0,69.63,0,0,0,12.43,0,0,0.68,1.85,3.61,1.94,0.68,6.76,0,24.29,0.63,0,17.64,7296.87,9.47,596.33,1,0,0,17.16,0,0.79,0.88,1.95,2100.84,0,0,10.16,0,2.72
 36-46,0,0,12.04,0,16.41,0,0,400.29,2.55,1.39,1.39,80.09,0.76,0,2.29,1.07,1.21,0,0.7,0,0,23.59,0,2.89,2.26,16499.34,0,696.87,7.08,0,0,15.15,0.81,2.55,1.49,0,3473.49,0,0,0,0,25.55
 48-58,0,0,2.23,0,75.89,13.9,0,1534.14,5.75,4.1,20.57,281.92,0,0,2.15,11.79,17.26,4.35,2.57,13.18,36.22,121.82,1.75,4.48,21.44,23572.11,11.99,468.26,3.14,0,0.39,23.63,0,0,9.02,0,3782.98,0,1.25,6.83,0,76.85
 60-70,0,0,2.8,0,32.37,4.24,0,3555.98,5.02,37.39,18.7,529.1,1.98,0,2.32,4.73,2.97,23.91,1.16,13.8,28.42,138.55,2.49,32.98,30.07,37225.23,6.55,437.3,5.16,0,3.45,33.94,0,3.48,3.31,0,4240.89,0,4.44,18.06,3.84,44.81
 72-82,0,0,22.76,0,122.12,69.43,0,4954.14,0.51,26.91,21.07,593.33,19.35,0,5.4,16.58,1.82,22.28,3.16,19.95,12.36,362.89,6.76,23.01,26.25,32166.36,3.33,492.67,40.92,0,6.31,50.32,0,1.62,6.66,0,2547.58,7.2,8.62,20.59,17.67,199.36
 84-94,0,0,23.48,0,174.58,37.08,0,3812.04,7.85,7.67,5.54,516.18,18.27,0,0,18.8,4.68,18.67,3.45,38.17,17.36,194.38,2.85,11.25,13.23,22961.45,3.67,586.47,23.77,0,4.92,48.02,1.4,4.53,0.69,0,1756.23,3.69,9.09,10.1,4.65,66.09
 96-106,2.68,0,37.73,0,147.97,119.77,4.15,3020.52,10.01,3.99,11.07,521.52,37.32,0,1.69,22.84,19.34,8,0.92,69.5,0,231.86,6.53,20.02,25.77,18364.69,0.66,786.54,21.95,0,4.17,72.44,1.35,0,0,0,815.44,14.44,3.15,17.43,8.95,70.53
108-118,0,0,22.44,0.89,170.32,24.75,1.65,3013.72,1.74,2.62,1.97,474.05,32.79,0,0,8.85,5.88,6.35,0,35.07,0,215.38,1.78,7.35,6.96,28620.76,1.2,517.92,16.55,0,0,31.34,0.63,0.58,0,0,855.54,9.67,2.03,18.36,0,10.77
120,0,0,41.36,0,240.92,12.73,14.06,2686.43,2.29,33.18,19.12,466.45,6.5,0,1.17,30.71,3.25,0,0,10.5,6.49,305.61,8.48,4.57,24.83,36613.85,7.32,352.9,25.49,0,7.36,42.69,0,8.69,0,0,1059.76,0,5.11,15.28,0,0
