stage,axial,blastomeres,endoderm,epidermis,eye,glial,gut,hatching.gland,liver,mesenchyme,muscle,neural,notochord,paraxial.mesoderm,periderm,pgc,presomitic.mesoderm,pronephros,somites,spinal.cord
  3-4,133.51,3006.8,0,0,0,0,0,0,0,0,0,0,0,0,122.01,0,0,0,0,0
  5-6,207.96,2995.42,0,0,0,0,0,9.89,0,0,0,111.96,0,65.04,50.28,0,0,0,0,0
  7-9,75.44,104.96,86,0,245.78,0,0,110.84,0,0,0,1868.12,68.87,727.64,3.63,45.42,0,0,0,0
 10-12,0,25.16,52.63,0,73.1,0,0,0,0,0,0,527.63,22.29,124.24,3.3,0,0,3.26,5.96,0
 14-21,0,0,0.94,9.28,0,1.9,0.81,0,1.36,6.44,3.77,16.32,1.72,0,0,2.71,6.42,0.94,2.82,5.05
 24-34,0,0,0,0.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 48-58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.27,0,0,0,0,0
 84-94,0,0,0,0,0,0,0,0,0,0.99,0,0,0,0,0,0,0,0,0,0
