stage,axial,blastomeres,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,0,134.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.48,0,0,0,0,0,0,0,0,0,0,0
  5-6,23.87,200.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79.81,0,0,0,0,0,0,0,0,0,0,0
  7-9,0,27.95,0,0,0,0,18.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,420.34,3.53,0,0,229,0,10.42,9.95,0,0,0,0,0,0,0,0,0,0
 10-12,0,17.4,14.14,0,0,0,27.93,0,0,0,0,0,9.05,0,0,0,0,0,0,0,0,0,0,0,300.64,18.65,0,0,87.32,0,4.49,3.78,0,5.43,0,0,0,0,0,0,0,0
 14-21,0,0,1.97,10.03,2.09,0,7.87,0,0,0,1.98,0,0,0,0,0,0,0,0,0,8.91,0,0,4.12,58.26,2.99,0.83,0,0.86,0,6.69,0,3.9,0,1.08,12.88,26.71,0,0,0,0,0
 24-34,0,0,0,8.31,0,0,19.52,0,2.77,0,0.69,0,0,2.08,1.2,6.67,0,0.79,0.77,0,31.95,11.46,0,8.7,334.18,0.74,9.03,1.47,1,0,14.23,0,0,5.92,0,4.1,57.68,0,0,6.82,0,0
 36-46,0,0,0,10,0,0,32.53,0,1.24,0,4.6,0,0,0,0,0,1.49,0.61,0,0,37.08,10.93,0,7.31,408.03,0.64,3.13,1.21,0,0,29.46,0,0,1.31,0,1.09,49.01,0,0,4.3,0,0
 48-58,0,0,0,9.83,0.44,0,70.1,1.23,0.82,0,14.87,0,0,0,0.37,7.3,1.04,0,0,0,19.56,22.01,1.29,5.84,229.34,2.47,1.3,0.4,0,0.97,13.09,0,0,0,0,0,52.6,0,0,4.53,0,4.09
 60-70,0,0,0,1.52,0,0,86.67,0,0,0.78,16.19,2.07,0,2.87,0,1.22,0,2.13,0,0,41.88,13.73,1.72,0.76,194.17,2.44,1.57,0,0,2.07,10.54,0,0,0,0,0,31.44,1.44,0,2.67,0,0
 72-82,0,0,0,21.04,13.71,0,64.14,1.29,2.44,6.26,6.85,1.22,0,0,0,5.74,0,4.64,0,0,48.58,20.79,1.46,0.71,189.49,0,3.28,0.61,0,0,6.35,0,0,0,0,0,15.46,10.26,0.52,16.79,4.73,0
 84-94,0,0,0,24.93,0,0.92,72.72,0,9.58,0,8.86,3.44,0,0,0.79,3.53,2.52,5.43,0,0,49.3,25.41,0.85,1.41,170.07,5.53,7.29,5.28,0,4.92,19.83,0,0,0,0,0,19.45,8.11,0,1,0,0
 96-106,0,0,0,63.51,1.77,0.77,80.42,0,1.21,3.46,13.49,5.73,0,1.33,2.79,6.84,0.74,2.11,0,0.71,38.74,32.35,5.13,2.39,179.06,2.08,13.36,2.96,0,7.27,30.13,0,0,0,0,0,10.05,13.06,0.67,5.88,0.58,0
108-118,0,0,0,52.65,2.17,1.91,55.38,0.46,3.61,0,15.33,2.99,0,0,2.71,12.29,2.9,2.95,0,0,29.1,9.74,8.75,3.95,142.92,0,7.56,2.22,0,0,42.16,0,0,0.55,0.51,0,4.68,20.73,2.38,0.59,0,1.7
120,0,0,0,27.95,0,0,36.92,0,0,5.4,12.07,6.33,0,0,7.13,10.2,14.14,2.13,0,0,16.11,1.48,0,3.94,94.19,0,11.14,0,0,0,34.5,0,0,1.13,0,0,9.86,20.2,0,18.11,0,0
