stage,erythrocytes,eye,glial,neural,spinal.cord
  7-9,0,14.21,0,0,0
 10-12,0,0,0,5.68,0
 14-21,0,0,0,0,0.98
 24-34,0,2,0,0,0
 36-46,0,0.61,0,0.84,1.13
 48-58,0,0.79,0,0,0
 60-70,0,11.51,1.99,0,0
 72-82,3.44,0.87,1.75,0,0
 84-94,0,0.73,0,0,0
 96-106,0,12.29,0.87,0,0
108-118,0,5.31,1.24,0,0
120,0,25.26,0,0,0
