stage,endoderm,eye,glial,muscle,neural
  7-9,8.79,0,0,0,7.63
 24-34,0,0,0,0.63,0.62
 36-46,0,0,0.9,0,0.67
 84-94,0,0,0,0,4.82
108-118,0,4.25,0,0,0
