stage,eye,liver,neural,periderm,spinal_cord
 14-21,0,0,0,8.22,0
 24-34,0,0,1.54,0,1.36
 36-46,0.91,0,1.97,0,0
 48-58,3.14,0,4.9,0,0
 60-70,0.63,0,10.64,0,0
 72-82,0,0,3.61,0,7.35
 84-94,1.03,0,0.66,0,0
 96-106,1.6,0,2,0,5.85
108-118,0.83,0,3.17,0,0
120,0,5.29,19.2,0,10.36
