stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,0,499.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.55,0,0,0,0,0,0,0,0,0,0,0
  5-6,26.51,585.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.9,0,0,0,0,0,8.98,0,0,0,0,0,0,0,0,0,0,0
  7-9,9.8,0,0,38.74,0,0,0,26.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178.33,8.38,0,0,30.48,0,0,11.41,0,0,0,0,0,0,0,0,0,0
 10-12,0,17.87,0,57.33,0,11.04,0,10.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,302.74,14.96,0,0,51.98,0,0,0,0,34.52,0,0,0,0,0,0,0,0
 14-21,0,0,5.46,2.47,50.6,21.61,0,24,0,1,0,3.68,2.85,13.79,0,0,0,0,0,0,252.38,0,0,85.73,324,2.93,0,0.9,2.29,0,0,0,15.84,4.27,2.21,12.94,96.19,0,0,2.52,0,0
 24-34,0,0,1.33,1.38,20.56,0.86,0,106.3,0,0,0,4.43,0.66,8.74,0,0.59,0,0,0,0,139.18,0,0,25.37,1544.75,0.67,5.91,1.36,0,0,9.15,0,0,0,6.26,2.66,315.78,0,0,5.25,0,0
 36-46,0,0,0,0,12.06,0,0,738.79,0,0,0,21.89,0,5.18,0,0,0,0,0,0,63.32,0,5.65,6.81,3408.92,4,4.9,5.08,0,0,3.84,0,0,0.72,0,0,613.82,0,0,2.83,0,0
 48-58,0,0,2.53,0.43,12.14,0,0,899.43,0,0.39,2.98,66.36,0,5.03,0.55,0,7.73,0.4,5.79,0.51,47.07,0,7.12,4.46,3420.01,1.01,1.53,1.76,0,0,8.91,0,0,0,0,0,638.42,0,0,2.18,0,0
 60-70,0,0,0,2.55,13.09,0,0,1574.8,0,0,0,114.7,0,0,0,0.59,0,0.61,0,0,32.74,0,2.48,14.42,3660.85,0,2.16,5,0,0.66,21.47,0,0,0,0,0,454.68,0,1.65,5.52,1.37,0
 72-82,0,0,2.87,0.75,18.73,8.81,0,2105.99,0,0.5,3.11,114.39,0,0.91,0.99,0.63,1.82,0.82,0,3.27,79.8,1.88,1.65,0.75,3649.45,1.46,1.98,2.15,0,2.11,1.22,0,0,0,0,0,216.86,0,1.28,7.1,3.25,26.23
 84-94,0,0,3.1,3.82,16.01,7.2,0,1911.02,1.45,2.59,12.86,67.77,0,4.42,5.44,0,5.33,0,0,12.08,48.29,0,9.06,2.91,2713.63,2.16,1.65,7.22,0,0,7.99,0,0,0,0,0,133.73,1.63,4.27,1.77,0,0
 96-106,0,0,2.34,2.06,13.94,2.71,0,2023.87,1.74,0.62,2.66,119.59,1.72,6.25,2.06,0.95,0,3.82,17.14,4.69,48.55,0,4.64,2.95,2372.62,0,4.52,23.19,0,7.34,17.71,0,0,0,0,0,57.21,2.28,4.14,8.3,5.03,0
108-118,0,0,1.98,18.07,34.7,5.01,4.99,2030.29,0,1.43,0.75,108.05,0,3,2.84,0.6,1.94,1.41,6.71,0.78,49.45,0,15.32,4.01,3011.78,0,1.12,6.72,0,5.66,11.26,0,0,2.52,0,0,57.36,5.91,1.16,7.48,10.5,4.87
120,0,0,0,2.55,31.52,3.48,0,1873.01,0,1.58,3.94,149.85,3.24,0,0,2.86,0,1.15,0,0,73.24,1.49,4.29,19.66,3839.47,1.33,2,22.02,0,0,5.23,0,0,6.3,0,0,41.99,6.11,4.4,1.54,3.35,0
