stage,blastomeres,eye,hatching_gland,mesenchyme,neural,notochord,paraxial_mesoderm,spinal_cord
  3-4,171.77,0,0,0,0,0,0,0
  5-6,150.99,0,0,0,14.99,0,0,0
  7-9,0,13,4.1,0,34.51,6.31,7.65,0
 10-12,0,3.23,0,0,12.39,4.18,0,0
 24-34,0,0,0,0,1.96,0,0,0
 36-46,0,0,0,0,12.07,0,0,0.83
 48-58,0,0,0,0.97,6.82,0,0,0
 72-82,0,0,0,0,2.38,0,0,0
 84-94,0,1.06,0,1.01,0,0,0,0
120,0,0,0,4.96,0,0,0,0
