stage,blastomeres,eye,neural,paraxial.mesoderm,periderm
  5-6,7.65,0,0,0,0
  7-9,0,0,14.86,8.74,0
 10-12,0,0,4.13,0,0
 24-34,0,0,1.17,0,0
 60-70,0,0,0,0,0.57
 72-82,0,1.29,0,0,3.98
 84-94,0,0,0,0,3.69
 96-106,0,0,0,0,2.32
108-118,0,0,0,0,3.28
120,0,0,0,0,14.03
