stage,epidermis,eye,fin.epithelia,hatching.gland,mucous,neural,olfactory,periderm,pronephros,spinal.cord
 10-12,0,10.94,0,0,0,4.21,0,0,0,0
 14-21,0,0,0,0,0,0,0,0,0.94,0
 24-34,0,0,0,0,0,4.6,0.72,0,0,0.65
 36-46,0,0,0,0,0,1.97,0,0,0,0
 48-58,0,0,0,0,0,1.65,0,0,0,4.21
 60-70,0,0,0,1.21,0,1.86,0,2.44,0,0
 72-82,0,0,1.08,0,0,5.26,0,2.11,0,0
 84-94,0,0,0,0,0,2.06,0,0.87,0,0
 96-106,2.65,0,0,0,1.94,1.72,0,1.88,0,0
108-118,0,1.27,0,0,0,4.66,0,1.41,0,0
120,0,15.15,0,0,0,4.67,0,0,0,0
