stage,axial,blastomeres,neural,paraxial.mesoderm,periderm
  3-4,31.46,43.68,0,0,45.63
  5-6,0,19.64,0,0,0
  7-9,0,0,5.31,8.99,0
 60-70,0,0,0.96,0,0
 72-82,0,0,3.79,0,0
 84-94,0,0,3.76,0,0
108-118,0,0,0.9,0,0.77
