stage,axial,blastomeres,glial,immune,iridophores,mesenchyme,neural,paraxial_mesoderm,presomitic_mesoderm
  5-6,9.65,11.86,0,0,0,0,0,0,0
  7-9,0,0,0,0,0,0,11.87,9.1,0
 10-12,0,0,0,0,0,0,6.25,9.06,0
 14-21,0,0,0,0,0,0,0,0,0.9
 24-34,0,0,0,0,0,0,1.02,0,0
 36-46,0,0,0,0,0,0,0.89,0,0
 84-94,0,0,0,1.05,1.02,1.72,0,0,0
108-118,0,0,0.66,0,0,0,0,0,0
