stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,98.6,1780.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142.45,0,0,0,0,0,0,0,0,0,0
  5-6,75.89,1769.23,0,0,0,0,0,0,0,0,0,0,0,7.74,0,0,0,0,0,0,0,0,0,0,0,44.6,13.1,0,0,8.05,0,14.12,0,0,0,0,0,0,0,0,0,0
  7-9,26.61,11.75,0,29.21,0,0,0,132.84,0,0,0,0,0,22.68,0,0,0,0,0,0,0,0,0,0,0,649.86,40.69,0,0,197.81,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,21.26,0,49.93,0,6.59,0,47.48,0,0,0,0,0,17.43,0,0,0,0,0,0,0,0,0,0,0,769.99,9.3,0,0,116.98,0,3.1,12.28,0,18.39,0,0,0,0,0,0,0
 14-21,0,0,0,3.34,73.31,8.48,0,11.06,0,0,0,5.62,2.1,0.98,1.07,0,0,0,0,2.07,0,23.63,0,0,15.38,255.27,10.8,1.97,8.2,4.68,0,8.74,1.96,26.95,2.27,27.48,83.34,0,0,0.83,0,0
 24-34,0,0,1.56,0,21.74,3.2,0,72.57,0,2.74,1.21,9.12,0.63,0,0,6.35,4.35,0,1.51,1.33,0,46.29,0.68,0,32.05,608.01,1.78,9.5,12.17,0,0,32.84,0,0,0.76,11.76,149.26,0,0,14.95,0,4.56
 36-46,0,0,0.95,0,14.93,0,0,104.84,0,3.16,1.84,24.11,1.28,0,0,11.05,1.9,11.2,1.38,0,2.47,48.5,5.58,0,8.19,703.61,0,9.02,10.62,0,0,42.76,0,0,3.18,0,136.69,0,0,4.95,0,0.98
 48-58,0,0,0.98,0,19.34,0,0,226.44,0,1.59,1.55,38.09,0,0,1.45,13.21,7.72,0.56,0.49,1.52,6.17,89.6,1.51,5.75,10.38,736.15,6.8,4.9,1.52,0,0,27.1,0,0,0.46,0,140.27,0,0,5.09,0,11.71
 60-70,0,0,3.08,0,12.85,0,0,495.47,1.4,0,3.53,81.51,3.91,0,2.77,0,0,6.59,2.26,2.97,0,73.52,0,1.84,6.22,637.66,0,5.68,3.1,0,0.66,49.81,0,0,0,0,110.57,1.72,2.28,7.86,0.85,22.78
 72-82,0,0,1.98,0,8.38,1.61,0.72,385.62,0,1.24,4.54,48.97,7.16,0,0.79,10.95,2.38,0,1.83,0.49,9.01,69.03,5.59,5.3,9.75,539.73,1.13,1.59,1.12,0,0.71,19.59,0,0,0,0,42.14,2.11,2.62,19.3,0.91,1.3
 84-94,0,0,0,0,13.79,7.34,0.6,230.68,0.56,0.58,16.29,26.82,2.47,0,4.81,19.42,9.26,10.34,1.78,0,2.25,63.72,0,7.58,5.59,291.51,0.67,3.54,7.21,0,0,47.18,0,0,3.33,0,23.52,2.76,0,12.13,4.41,0
 96-106,0,0,2.16,0,27.22,0,3.64,170.88,0,8.56,2.76,28.4,6.28,0,2.34,11.52,2.92,0,1.31,0,1.95,48.9,7.05,11.82,3,251.02,1.67,10.42,2.02,0,5.24,33.01,0,0,0.7,0,14.66,5.26,1.21,7.55,2.74,0
108-118,0,0,2.33,0,29.56,2.69,8.45,166.13,0,2.95,2.15,25.55,8.78,0,0,20.1,1.89,4.76,3.8,1.23,4.66,35.6,4.12,1.31,7.87,332.3,0,14.35,4.39,0,2.86,27.2,0,0,1.86,0,11.51,4.17,0,12.22,2.41,0.48
120,2.82,0,0,1.28,16.49,6.7,2.35,154.15,1.99,1.65,0,22.75,14.19,0,0,19.86,0,1.11,0,7.71,0,98.24,1.05,2.35,11.32,351.24,5.18,0,21.79,0,0,28.17,0,0,0,0,2.03,2.25,0,5.88,0,0
