stage,eye,ionocyte,mesenchyme,muscle,neural,olfactory,paraxial.mesoderm,pronephros,spinal.cord,visceral.smooth.muscle
  5-6,0,0,0,0,7.54,0,0,0,0,0
  7-9,0,0,0,0,4.4,0,5.38,0,0,0
 24-34,0,0.59,0,0,0,0,0,0.76,0,0
 36-46,0,0,0,0,1.36,0,0,0,0,0
 48-58,0,0,0,0,0,0,0,0.66,0.96,0
 72-82,0,0,0,0,0,1.23,0,0,0,0
 84-94,0,0,0,0.98,1.96,0,0,0,0,0.89
 96-106,0,0.86,2.84,0,0,0,0,0,0,0
108-118,0.74,0,1.27,0,0,0,0,0,0,0
