stage,blastomeres,eye,neural,spinal.cord
  3-4,66.22,0,0,0
  5-6,31.83,0,0,0
 14-21,0,0,0,2
 48-58,0,0,1.99,0
 60-70,0,0,7.15,0
 84-94,0,5.52,0,0
