stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,43.27,1119.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1270.57,0,0,0,0,0,0,0,0,0,0,0
  5-6,78.52,1253.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.47,14.56,0,0,9.21,1782.75,0,0,0,0,0,0,0,0,0,0,0
  7-9,23.26,75.63,0,60.72,0,0,0,206.28,0,0,0,0,0,17.58,0,0,0,0,0,0,0,0,0,0,0,1028.58,51.23,0,0,298.95,215.02,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,32.43,0,18.54,0,0,0,64.27,0,0,0,0,0,27.24,0,0,0,0,0,0,0,0,0,0,0,549.82,4.64,0,0,156.36,37.67,4.37,0,21.83,0,0,5.32,0,0,0,0,0
 14-21,0,0,0,4.71,35.52,11.54,0,19.74,0,0,0,3.65,0.85,0,0,0,2.7,0,0,11.93,1.25,13.53,0,0,3.82,140.01,1.29,0,2.21,2.2,57.31,2.03,29.38,0.86,3.57,11.13,32.02,0,0,2.93,0,4.97
 24-34,0,0,0,0,8.69,2.56,0,14.84,0,0,0,17.51,0,0,0,0,2.1,0,0,0.76,0,14.42,0,0,9.95,206.46,1.28,6.01,1.64,0,6.21,0,0,1.09,0,2.09,45.08,0,0,11.34,0,9.94
 36-46,0,0,1.4,0,3.57,0,0,13.83,0,5.37,0,11.83,0,0,0,1.68,13.05,0.77,0.72,0,6.45,6.71,0,0,2.12,122.33,0.56,2.56,10.36,0,33.12,0,0,3.85,0,0,29.88,0,0,9.33,0,9.97
 48-58,0,0,0,0,1.88,0,0,29.5,1.7,0,1.01,12.96,0,0,0,1.45,1.3,9.67,0,0,3.41,6.75,0,0,0.58,124.06,0,0.77,2.58,0,8.36,0,0,0,1.01,0,31.3,0,0,7.55,0,12.98
 60-70,0,0,0.7,0,4.92,4.72,0,81.14,0.95,0,1.34,14.26,1.33,0,0,16.49,1.16,6.36,1.16,0,0,21.98,1.46,0,0,156.76,0,1.19,0,0,9.1,0,0,4.27,0,0,12.13,0,0.65,0.6,0,12.55
 72-82,0,0,0,0,2.73,4.35,0,53.43,1.21,1.57,2.94,28.24,0.69,0,0,1.7,0,7.09,0.9,1.35,0,24.48,2.68,0,1.48,127.57,0,3.37,0,0,17.57,0,0,0,1.07,0,13.83,0,0,3.37,3.95,18.79
 84-94,0,0,2.2,0,7.16,18.2,0,70.8,0,1.41,0,25.05,1.88,0,0,2.86,1.47,2.96,0,0.89,0,15.34,0,0,0.57,104.04,0,5,1.54,0,33.66,0,0,5.03,0,0,8.05,1.14,0,2.67,0,10.63
 96-106,0,0,1.04,0,5.78,16.67,0,18.97,0.57,0,2.04,27,3.94,0,0,11.02,2.68,2.54,1.29,1.08,0.65,26.2,5.03,1.24,1.42,92.98,0.7,17.13,3.19,0,63.21,0,0,2.08,0,0,3.06,0,0.85,12.23,0,2.49
108-118,0,0,0,0,10.02,9.96,6.28,62.32,0.51,0.62,0.66,26.71,7.57,0,0.93,7.16,6.84,6.75,0.53,1.59,0,27.31,3.99,0.63,1.74,135.37,0,6.07,9.03,0,50.06,0,0,2.13,0.41,0,8.8,2.11,0,4.92,5.24,0.46
120,0,0,0,0,13.36,6.01,2.37,40.85,1.33,3.57,0,13.47,9.61,0,0,19.16,0,1.43,0,1.29,0,27.02,12.35,0,0,148.78,0,0,7.74,0,71.42,0,0,3.82,0,0,15.2,0,6.25,2.07,0,0
