stage,epidermis,eye,gut,immune,mesenchyme,neural,paraxial.mesoderm,spinal.cord,taste
 10-12,0,0,0,0,0,0,9.26,0,0
 24-34,0,0,0,0,0,0.77,0,0,0
 36-46,0,0,0,0,1.2,0,0,0.97,0
 48-58,0,0,0,0,0,1.16,0,0,0
 60-70,0,0,0,0,0,0.99,0,0,0
 72-82,2.85,0,0,1.75,0,0,0,0,1.44
 84-94,0.57,0,0,0,0,0,0,0,0
 96-106,3.92,0,1.31,1.38,0,0,0,0,0
108-118,0.89,6.15,0,3.74,4.24,0,0,0,0
120,12.37,0,0,0,0,6.02,0,0,0
