stage,epidermis,lateral.line,mesenchyme,muscle,neural,olfactory,periderm,spinal.cord
 14-21,0,0,0,0,0,0,0,2.38
 36-46,0,0,0,0,5.81,0,0,0
 48-58,0,0,0.56,0,1.58,0,0,0
 72-82,0,1.35,0,1.08,3.17,0,0,0
 84-94,0.86,0,0,0,0,0,0,0
 96-106,0,0,0,0,0,1.34,0.8,0
108-118,2.42,0,0,0,3.06,0,0,0
