stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,259.24,5455.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,316.54,0,0,0,0,0,0,0,0,0,0,0
  5-6,406.68,4940.89,0,0,0,0,0,0,0,0,0,0,7.31,0,0,0,0,0,0,0,0,0,0,0,275,0,0,0,23.42,0,147.96,0,0,0,0,0,0,0,0,0,0,0
  7-9,86.57,118.99,0,82.02,0,0,107.58,0,0,0,0,0,35.77,0,0,0,0,0,0,0,0,0,0,0,2500.33,68.3,0,0,797.63,0,8.38,18.58,0,13.28,0,0,0,0,0,0,0,0
 10-12,0,145.01,0,54.65,0,15.7,152.92,0,0,0,0,0,28.78,0,0,0,0,0,0,0,0,0,0,0,3322.23,43.66,0,0,807.46,0,15.35,0,0,34.02,0,0,0,0,0,0,0,0
 14-21,0,0,1.07,0.92,207.13,3.84,42.24,0,6.97,0,22.23,3.75,0,0,0,0.86,6.7,0,0,29.3,53.02,0,0,29.46,934.05,4.5,0,3.08,46.09,0,11.27,2.47,11.66,4.25,0,15.15,435.18,0,0,0,0,18.15
 24-34,0,0,2.97,1.1,29.3,0,29.13,0,26.22,0.64,73.85,0,0,0,1.7,0,0,1.36,0,36.95,105.21,0.82,0,20.72,3338.83,0,9.39,3.3,0,0,20.5,0,0,0.6,0,3.73,772.83,0,0,15.77,0,47.37
 36-46,0,0,0.95,0,27.46,0,72.69,0,18.44,10.74,88.97,0,0,0.69,0,0,0.94,0,0,13.54,164.74,0,1.72,12.93,6747.48,0.77,8.03,1.21,0,0,12.32,0.81,0,0,0,0,1066.17,0,0,9.24,0,89.38
 48-58,0,0,0,0,25.6,4.57,328.87,0,25.28,9.53,140.29,0,0,2.31,1.65,0,0,0.44,4.79,15.07,208.35,0,8.21,6.74,8717.21,5.29,4.18,1.22,0,0.39,20.03,0,0,0,0.4,0,1137.2,0,0,0.77,0,57.3
 60-70,0,0,0.57,0,15.21,0,553.7,0,16.06,13.35,79.37,0,0,0,0.6,0.86,0,0,0,16.93,127.55,0,1.27,3.69,10223.87,1.13,6.3,1.73,0,0,23.33,0,0,0,1.33,0,1189.93,0,0.73,11.97,0.89,71.55
 72-82,0,0,1.08,0,34.61,14.57,611.91,0,5.34,19.74,79.34,1.41,0,0,2.94,7.99,3.36,0,1.71,6.08,132.63,0,7.33,6.26,8861.06,0,2.57,0,0,0,13.4,0,0,0,0,0,701.55,0,3.81,5.09,4.16,30.43
 84-94,0,0,2.11,0,31.77,12.41,641.61,0.67,18.85,21.4,118.18,0.97,0,1.4,0.6,0.86,1.89,0.69,0,6.19,143.81,0,2.67,13.15,5897.4,0,7.79,3.05,0,0,10.37,0,0,0,0.68,0,500.38,4.3,0,3.24,3.61,11.94
 96-106,0,0,1.56,0,17.54,21.34,380.1,0,5.28,5.25,131.65,2.8,0,0,0,0.93,10.84,0,11.13,6.45,129.98,3.31,0,2.33,4156.54,0,0.57,4.04,0,3.88,18.44,0,0,0,0,0,169.79,0.66,0.87,3.65,4.96,24.27
108-118,0,0,1.4,0.59,41.24,5.28,320.3,6.53,19.06,12.28,82.37,0.63,0,1.27,0.83,1.1,0.67,0,4.44,2.32,118.39,5.62,3.55,0.76,4216.83,0,3.99,6.84,0,0,2.98,0,0,3.98,0,0,156.56,2.46,1.37,7.65,4.9,6
120,0,0,0,0,65.41,8.86,533.47,0,2.87,40.48,164.88,1.38,0,0,0,0,0,2.12,0,0,137.51,0,0,6.4,6097.41,0,6.53,0,0,0,10.94,0,0,0,1.63,0,182.57,0,0,0,2.27,0
