stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,304.86,7981.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,292.99,0,0,0,0,0,0,0,0,0,0,0
  5-6,192.09,3610.39,0,10.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.35,0,0,0,8.76,0,33.72,0,0,0,0,0,0,0,0,0,0,0
  7-9,8.13,44.63,0,31.31,0,0,0,178.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1312.49,11.6,0,0,216.51,0,0,85.24,0,0,0,0,0,0,0,0,0,0
 10-12,0,28.69,0,57.88,0,9.23,0,80.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,581.61,24.68,0,0,105.07,0,0,89.83,6.12,8.56,0,0,0,0,0,0,0,0
 14-21,0,0,0,0,78.68,123.48,0,11.81,0,0,0,1.38,0.82,0,8.64,0,0,0,0,0.92,0,10.41,0,0,2.13,75.66,1.95,4.3,22.14,0,0,2.09,5.13,2.86,76.19,6.11,10.9,6.64,0,0,560.05,0,0
 24-34,0,0,0,0.85,79.11,68.61,0,27.33,0,3.95,0,2.28,0,0,43.34,0,1.25,0,11.46,8.12,4.82,31.37,5.8,1.63,14.62,352.82,1.48,3.75,43.34,0,0,3.66,0,0,530.09,0.66,7.02,40.51,0,0,4144.67,0,11.64
 36-46,0,0,0,0.59,39.54,12.76,0,43.05,22.17,0,0,28.94,3.86,0,8.08,5.36,0,0,4.4,30.16,0,25.06,0,0.7,15.5,397.42,1.55,5.79,33.34,0,0,5.35,3,0,451.46,0,2.19,70.08,0,0,2021.63,0,0
 48-58,0,0,0,0,16.99,13.89,0,27.62,10.99,6.59,2.43,36.98,2.85,0,33.44,0.49,1.32,0,3.61,8.74,3.34,34.39,0.84,0.39,3.97,122.45,0,2.98,27.07,0,0,0.39,0,0,240.93,0,0,50.86,0,0.51,1171.83,0,3.9
 60-70,0,0,0,2.79,10.03,12.91,0,29.66,0.97,2.1,0.63,36.63,18.74,0,29.47,2.38,0,0,0,6.24,0,16.48,0,7.43,7.18,122.45,0,3.65,11.57,0,0,0,0,0,304.46,0,0,10.86,0,0,976.11,0,10.64
 72-82,0,0,0.55,0,16.27,12.01,0,47.72,1.05,0.74,0,31.4,78.32,0,12.76,0.72,1.11,6.41,6.6,10.92,0,19.25,0,2.03,4.84,78.42,0,1.58,22.5,0,0,0,0,0,313.68,0,0,9.52,0.68,0.61,1051.21,1.85,5.89
 84-94,0,0,0,0,8.59,7.03,6.3,31.98,0,2.65,0,24.12,213.22,0,11.17,2.92,2.29,3.48,0.83,8.91,0,13.22,1.6,3.5,10.95,107.7,0,0.99,23.02,0,0,3.58,0,0,614.54,0.57,0,20.43,0.78,0,1085.15,0,2.53
 96-106,0,0,1.04,1.03,10.84,20.3,0.8,82.08,8.44,0,1.63,19.85,221.52,0,9.37,10,1.18,2.94,11.62,14.34,7.1,27.99,0,1.16,10.63,130.83,0,4.03,14.88,0,3.36,10.72,0,0,446.46,0,0,3,0.61,1.2,1075.04,3.75,14.8
108-118,0,0,0,0.74,12.07,11.92,6.79,89.35,0.9,0.61,0.49,43.46,273.84,0,5.89,5.6,1.59,2.82,5.16,18.29,2.16,29.04,0,0,6.51,85.76,0,3.56,15.18,0,0.87,4.94,0,0,597.37,0,0,2.79,8.04,2.35,944.02,4.06,0
120,0,0,0,0,6.08,10.42,0,34.4,9.24,0,0,34.92,464.79,15.61,33.89,2.66,3.89,0,10.16,5.97,0,32.66,0,0,10.59,89.07,3.33,3.99,12.64,0,2.76,1.22,1.53,0,409.99,0,0,1.57,0,0,950.95,0,0
