stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,28.43,430.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.69,0,0,0,0,0,0,0,0,0,0
  5-6,0,202.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.06,0,0,0,0,0,0,0,0,0,0
  7-9,0,0,0,3.64,0,0,0,20.16,0,0,0,0,0,3.59,0,0,0,0,0,0,0,0,0,0,0,27.04,0,0,0,8.33,0,3.37,0,0,0,0,0,0,0,0,0,0
 10-12,0,3.83,0,4.62,0,0,0,10.53,0,0,0,0,0,3.42,0,0,0,0,0,0,0,0,0,0,0,150.06,12.21,0,0,31.79,0,0,0,8.56,0,0,0,0,0,0,0,0
 14-21,0,0,0,0.96,12.91,0,0,4.86,0,0,0,0,0,0,0,0,0.86,0,0,0,0,1.72,0,0,0,41.9,0,0,2.27,0,0,17.78,3.03,0.89,0,4.26,16.5,0,0,0,0,0
 24-34,0,0,0,0.65,7.94,0,0,24.58,0,0,0,0.62,0.92,0,0,0.65,0.79,0.63,0,0.76,0.74,12.98,0.69,0.69,9.34,159.44,0,0,1.28,0,0,7,0,1.08,0,2.57,30.48,0,0,1.41,0,0
 36-46,0,0,0.98,0,0.67,0,0,44.51,0.85,1.05,2.07,5.12,0,0,0,0.96,0,0,0.6,0.57,2.61,6.37,2.75,0,1.53,202.51,0,1.33,0,0,0,10.7,0,0,0,0,25.08,0,0,4.77,0,4.66
 48-58,0,0,0,0,7.33,0,0,76.19,0,0.51,4.47,11.3,0.8,1.43,0.51,0,4.37,0,0,0,0,16.65,0,3,2.29,190.17,0,0.58,0,0,0,1.7,0,2.74,0.95,0,32.32,0,0,0.83,0,6.98
 60-70,0,0,0,0,6.36,0.66,0,125.23,0,0,0,7.78,4.39,0,0,1.84,0,0,0,0,0,15.24,0,0,2.53,245.1,0,0,2.21,0,0,9.76,0,1.06,0.65,0,33.58,0.61,2.48,0,0,0
 72-82,0,0,0.64,0,6.65,0,1.65,75.47,1.21,1.14,0,10.66,1.3,0,1.02,1.06,0,0,0.56,0,0,23.7,0,0,1.44,189.48,1.39,3.11,1.55,0,0,4.33,0,0,0,0,12.92,1.43,0,4.31,0,2.54
 84-94,0,0,0,0,15.03,10.39,0,62.31,0,1.2,0,8.58,0.68,0,0,0.73,4.93,1.18,0,1.69,0,35.36,0,0.95,4.22,136.07,1.57,0,0,0,0,18.65,0,2.51,0,0,7.74,0,0,1.32,0,2.86
 96-106,0,0,0,0,7.68,2.56,0,62.43,1.15,1.17,2.83,6.92,6.43,0,0,0.96,1.67,0.66,0,0,0,25.7,0,2.91,3.55,120.79,0,4.93,0.65,0,0.81,21.37,0,0,0.72,0,6.81,1.4,0,6.77,0.89,0.58
108-118,0,0,0,0,23.89,0.57,0,69.04,0,0,0.65,15.29,4.03,0,0,5.45,2.4,0.59,0,1.31,2.51,23.48,0,0.62,4.52,86.74,0.46,0,3.12,0,0,30.04,0,0.81,0,0,1.02,1.03,0,2.84,0,2.47
120,0,0,0,0,27.32,3.21,0,51.06,0,3.3,3.64,35.2,10.63,0,0,3.75,1.4,0,0,2.32,0,43.59,1.1,0,7.49,217.65,2.24,12.42,1.5,0,0,20.95,0,1.21,0,0,24.03,0,0,0,0,0
