stage,blastomeres,epidermis,eye,glial,neural,paraxial.mesoderm,spinal.cord
  3-4,9.99,0,0,0,0,0,0
  7-9,0,0,0,0,0,6.34,0
 14-21,0,0,2.2,0,0,0,0
 24-34,0,0,51.86,0,0.99,0,0
 36-46,0,0,36.62,0,1.64,0,2.43
 48-58,0,0,12.79,0.96,0.65,0,1.13
 60-70,0,0,124.71,0,0,0,0
 72-82,0,0,47.74,0,0,0,0
 84-94,0,0.81,42.68,0.59,0,0,0
 96-106,0,0,7.45,0,0,0,0
108-118,0,0,30.71,0,0,0,0
120,0,0,37.24,0,0,0,0
