stage,axial,blastomeres,epidermis,eye,mesenchyme,neural,paraxial_mesoderm,spinal_cord
  3-4,0,13.85,0,0,0,0,0,0
  5-6,9.46,17.11,0,0,0,0,0,0
  7-9,0,0,0,0,0,3.23,0,0
 10-12,0,0,0,0,0,23.95,6.38,0
 14-21,0,0,1.09,0,0,1.09,0,0
 24-34,0,0,0,0,0,2.3,0,0.7
 48-58,0,0,0,1.17,0,0,0,0
 60-70,0,0,0,0,2.08,0,0,0
