stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  5-6,0,13.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.52,0,0,0,3.48,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.23,0,0,0,11.9,0,0,0,0,0,0,0,0,0,0,0,0
 14-21,0,0,0,4.59,46.19,7.94,0,17.97,0,0,0,8.15,5.13,0,1.52,0,2.93,0,0,0,1.01,40.46,0,0,18.1,454.34,4.63,1.51,7.05,3.36,0,5.78,38.82,0.82,1.99,17.6,150.1,0,0,2.08,0,0
 24-34,0,0,1.32,2.09,5.52,1.7,0,25.22,0,2.41,0.61,16.26,0,0,0,5.39,0.63,0,0.66,0,0,50.89,0,0,17.56,715.74,3.67,5.63,6.11,0,0,16.59,0,0,2.49,4.39,170.38,0,0,7.62,0,3.73
 36-46,0,0,0.74,0,9.17,0,0,81.3,0,1.85,1.51,43.25,0,0,0.82,0.57,9.96,0,1.15,0,3.65,65.6,0,1.92,13.25,650.31,1.83,13.92,1.79,0,0,22.24,0,1.62,5.4,0,161.04,0,0,6.07,0,0.56
 48-58,0,0,0,0,6.86,0,0,142.35,0.39,0,2.55,54.73,0,0,0,2.69,2.29,0,1.38,0,1.61,65.07,0,2.49,13.16,495.5,2.1,2.95,2.28,0,0,2.55,0,1.04,1.95,0,118.28,0,0.37,6.41,0,3.09
 60-70,0,0,0,0,7.57,1.4,0,144.38,1,0.99,1.96,53.79,1.29,0,0,4.7,0.58,5.9,1.57,0,0,75.15,1.27,0,12.06,396.97,0,2.58,5.24,0,0,4.32,0,0,1.95,0,38.71,0,6.09,8.58,0,3.87
 72-82,0,0,0.87,0,8.47,0,0,181.46,2.3,0,1.95,46.65,0.53,0,1.43,3.87,0,1.24,0.65,0,0,89.55,0.59,0.65,12.19,450.54,1.09,2.26,4.15,0,0,3.73,0,1.72,0,0,31.58,0,1.37,12.36,0.57,6.61
 84-94,0,0,0,0,9.19,2.48,0,119.47,1.89,0,0.59,40.65,0,1.23,0.78,8.93,0,1.89,0,0.57,2.35,62.16,0.61,5.68,4.73,233,1.42,4.75,5.6,0,2.02,13.16,0,2.25,0,0,28.44,0.55,3.17,20.4,4.56,1.67
 96-106,0,0,0,0,7.54,9.51,0.6,157.69,0.57,0.68,0.75,63.97,0,0,7.65,11.2,0,0.71,3.09,8.55,0,94.9,0.83,3.13,9.93,282.5,1.48,3.88,6.21,0,0,9.69,0,0.63,2.9,0,13.85,0,0.68,10.3,0,0.58
108-118,0,0,0.85,0,4.65,0,1.07,82.49,0,0.48,2.92,36.39,0.45,0,0.8,8.45,1.18,0,1.02,0,0,61.58,0,1.66,3.41,228.52,0,7.47,15.03,0,0,12.37,0,0,2.27,0,7.09,2.85,0.91,7.54,2.48,7.46
120,1.19,0,0,0,6.04,29.75,0,155.1,4.47,2.55,0,83.44,6.44,0,4.83,4.08,0,0,1.6,0,0,57.7,0,1.45,0,409.58,0,1.77,9.64,0,2.54,27.65,0,0,1.63,0,6.48,0,20.5,14.43,0,0
