stage,epidermis,eye,heart,immune,ionocyte,melanocytes,neural,periderm,spinal.cord
 14-21,0,0,0,0,0,0,0,5.27,0
 24-34,0,0,0,0,0,0,0,12.27,0
 36-46,0,0.89,0,0,0.66,0,5.69,9.29,1.08
 48-58,0,0,0,0,0,0,0,12.42,0
 60-70,0,1.06,0,0,0,0.88,0.85,2.77,0
 72-82,1.51,0,0,0,0,0,1.91,12.93,0
 84-94,0.6,0,0,0,0,0,2.62,41.27,0
 96-106,0,0,0.95,0,0,0,0.97,11.85,0
108-118,7.05,1.31,0,0,0,0,5.57,13.1,0
120,1.07,8.15,0,1.47,0,0,0,15.62,0
