stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,40.06,1427.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.55,0,0,0,0,0,0,0,0,0,0
  5-6,72.21,2299.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.61,0,0,0,0,0,20.83,0,0,0,0,0,0,0,0,0,0
  7-9,66.57,77.76,0,93.06,0,0,0,218.95,0,0,0,0,0,15.99,0,0,0,0,0,0,0,0,0,0,0,2134.62,80.28,0,0,656.72,0,0,4.81,0,0,0,0,0,0,0,0,0
 10-12,0,31.01,0,47.69,0,15.94,0,145.04,0,0,0,0,0,7.36,0,0,0,0,0,0,0,0,0,0,0,829.29,23.82,0,0,439.38,0,0,0,0,56.05,4.93,0,0,0,0,0,0
 14-21,0,0,0,0,11.98,50.71,0,13.35,0,0,0,0,0,0,0,0,0,0,0,0,0.87,8.17,0,0,10.4,135.53,0,0,0,3.05,0,0,0,4.59,0,5.8,36.71,0,0,15.16,0,4.1
 24-34,0,0,0,0,4.61,5.3,0,40.86,0,0,0,5.01,0,0,2.45,0,1.63,1.14,0.65,0,22.34,58.44,0,0,17.99,421.67,1.98,13.31,5.98,0,0,0,0,0,3.24,1.47,67.59,0,0,78.23,0,29.79
 36-46,0,0,0,0,4.97,13.19,0,222.6,0,0,2.34,45.55,0,0,2.15,0,0,8.43,0.74,9.75,38.63,45.69,0.56,0.86,13.39,559.88,0,14.29,0.57,0,0,0.59,0,0,0,0,90.04,0,0,54.59,0,28.04
 48-58,0,0,0,0,22.02,3.54,0,548.31,0,0,19.86,97.02,0,0,2.19,0,0,4.1,0.39,0,22.17,83.67,0,3.04,16.55,622.38,0.71,8.58,0.41,0,0,0.53,0,0,0.89,0,119.49,0,0,61.49,0,44.68
 60-70,2.52,0,0,0,5.81,5,0,633.16,0.99,2.63,17.83,188.19,0,0,11.49,1.37,0.71,4.51,0,0,6.7,92.85,0,16.87,6.21,716.19,6.45,1.83,2.02,0,2.03,8.38,0,0,0,0,113.2,0,0,37.06,0,40.85
 72-82,0,0,0.54,0,9.3,7.44,0,650.11,1.43,4.65,19.09,318.11,1.12,0.6,0.58,6.12,0,5.39,0,3.45,11.98,99.62,0.56,2.24,15.47,636.74,1.26,10.74,3.14,0,1.54,1.4,0,0,0.55,0,156.43,0,3.98,69.36,2.81,31.6
 84-94,0,0,0.56,0,3.32,9.85,0,521.79,0,0.91,13.22,223.79,1.93,0,1.16,5.61,2.76,4.28,1.46,2.24,16.84,103.58,0,9.51,12.68,563.71,0,5.45,4.97,3.85,5.77,4.5,0,0,0,0,90.85,0.66,3.13,82.6,3.3,17.93
 96-106,0,0,0,0,2.34,4.94,1.05,441.17,0,0.62,18.77,221.44,2.25,0,3.58,5.2,0.91,3.49,0,5.52,2.48,86.99,0,7.62,1.23,504.29,0,12.85,4.47,0,2.36,4.55,0,0,0.6,0,74.31,0,0,62.69,0,20.21
108-118,0,0,0,0,7.45,3.4,0.5,426.13,0,4.3,8.76,277.26,3.88,0,2.43,8.15,1.83,7.85,0,0.63,19.83,98.99,0,0.46,6.8,559.17,1.14,6.39,4.1,0,6.98,5.71,0,0,0,0,51.05,1.42,3.57,56.27,2.26,6.04
120,0,0,0,0,7.38,5.02,0,398.7,0,12.24,3.09,674,6.21,0,2.18,3.6,0,12.97,0,1.34,6.86,119.7,0,0,13.66,752.42,0,6.15,4.29,0,0,0,0,0,1.62,0,68.68,1.84,0,91.4,14.75,7.88
