stage,axial,blastomeres,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,31.46,238.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.86,0,0,0,0,0,0,0,0,0,0,0
  5-6,6.56,376.63,12.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.68,0,0,0,6.24,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,0,16.53,0,0,0,0,14.37,0,0,0,0,0,3.74,0,0,0,0,0,0,0,0,0,0,0,87.56,17.4,0,0,16.45,0,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,0,11.25,0,10.47,0,13.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102.07,0,0,0,42.41,0,0,0,0,0,0,0,0,0,0,0,0,0
 14-21,0,0,1.01,6,12.88,0,2.52,0,0,0,1.88,0,0,4,0,0,0,0,0,0,4.1,0,0,3.96,63.84,0,0.83,2.25,0.84,0,0,0,2.31,0,1.79,1.23,21.73,0,0,1.83,0,0
 24-34,0,0,0.86,1.61,2.05,0,4.26,1.2,0,0.62,3.15,0,0,2.15,0,0,0,0,0,1.75,13.38,0,0,1.59,113.04,0,1.63,3.22,0,0,0,0,0,1.13,4.29,2.06,31.92,0,0,26.4,0,0
 36-46,0,0,0,0.65,0,0,9.69,0,0.58,2.34,13.05,0,0,8.75,0,0,0,0,0,0,15.53,0,0,2.32,108.72,0,1.21,0.8,0,0,0,0,0,0,19.23,0,42.41,0,0,40.23,0,0
 48-58,0,0,0,1.79,0,0,21.91,0,0,2.84,27.33,0,0,4.5,0,0,0,0,5.51,2.73,33.67,0,4.16,1.19,56.42,0,0.59,3.07,0,0.56,0,0,0,0.53,9.54,0,30.4,0,0,20.34,0,2.05
 60-70,0,0,0,7.02,0,0,47.26,0,0,5.51,81.37,0,0,7.82,0,0.71,0,0.72,0,0,63.11,0,2.62,2.81,64.23,0,0,23.08,0,3.39,0,0,0,0,0.67,0,25.98,0.61,1.29,5.67,1.92,7.69
 72-82,0,0,0,10.23,7.84,0,37.9,0,5.53,10.5,155.64,0,0,9.6,5.75,0,0.65,2.48,0,0.5,163.73,0,1.15,10.54,122.3,0,6.71,8.43,0,5.62,0,0,0,0,0,0,28.71,0,0.61,24.89,2.92,0
 84-94,0,0,0,13.89,14.98,0,36.65,0,0,0.62,98.5,0,0,9.93,11.58,0.68,1.06,0,0,4.3,144.03,0,3.38,10.69,78.39,0,0,8.15,0,0,2.01,0,0,3.54,0.9,0,13.26,7.25,2.93,37.08,4.54,6.93
 96-106,0,0,0,20.8,22.35,0,44.42,0,0.62,18.01,193.04,0,0,15.45,5.69,0.94,3.45,1.14,5.25,0,170.81,1.42,4.23,10.59,118.32,0,2.84,7.47,0,10.75,1.96,0,0,2.42,0.57,0,2.9,0,8.02,41.02,2.65,7.18
108-118,0,0,0,25.11,19.74,3.55,106.57,0.64,5.3,7.32,146.55,0.44,0,2.44,10.85,2.8,4.74,0,0,0,253.41,0,6.7,8.46,210.38,0,0.46,7.1,0,11.29,1.26,0,0,0,2.18,0,14.91,0,7.28,33.9,6.76,8.63
120,0,0,0,19.85,1.08,0,137.46,0,1.12,7.18,176.24,2.8,0,1.17,30.42,0,6.97,3.55,21.54,4.02,197.06,0,0,14.12,280.32,0,5,16.52,0,5.38,0,2.5,0,2.78,0,0,18.74,1.06,15.28,25.76,0,0
