stage,eye,fast_muscle,glial,heart,muscle,presomitic_mesoderm,slow_muscle,somites,visceral_smooth_muscle
 14-21,0,0,0,0,1.11,1.17,1.23,4.1,0
 24-34,0,0,0,0,2.58,0,0,2.57,0
 36-46,0,11.02,0,0,0,0,16.36,0,0
 48-58,0.87,6.79,0,5.13,0,0,0,0,0
 60-70,0,4.31,0,0,0,0,3.62,0,0
 72-82,0,0,0.56,0,0.59,0,0,0,0
 84-94,0,1.9,0,0,0,0,0,0,2.01
 96-106,0,2.33,0,0,0,0,0,0,0
108-118,0,0,0,0,0,0,0.42,0,0
120,0,3.16,0,0,0,0,0,0,0
