stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,30.74,648.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,30.01,686.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.48,0,0,0,9.5,8.22,0,0,0,0,0,0,0,0,0,0,0
  7-9,15.04,61.29,0,33.59,0,0,0,122.94,0,0,0,0,0,70.91,0,0,0,0,0,0,0,0,0,0,0,772.17,24.7,0,0,253.83,0,11.41,0,0,0,0,0,0,0,0,0,0
 10-12,0,24.57,0,41.49,0,0,0,112.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,692.12,10.25,0,0,273.74,3.1,4.8,0,33.61,0,0,0,0,0,0,0,0
 14-21,0,0,0,2.01,24.53,5.07,0,7.96,0,1.17,0,5.62,1.79,0,0,0,0,0,0,0,0,16.43,0,0,11.68,120.1,1.15,1,1.61,2.17,2.88,0,22.54,2.55,1.91,18.67,59.55,0,0,0,0,0
 24-34,0,0,0.65,0.61,2.83,0,0,19.29,0,0,0,19.39,0,0,0,0,0,0,0,3.79,0,8.7,0,0,8.46,300.23,2.6,1.23,2.81,0,5.86,0,0,0,0,8.26,88.6,0,0,3.29,0,10.95
 36-46,0,0,0,0,4.43,0,0,64.61,0,8.82,2,10.51,0,0,3.84,0,14.55,0,0,0,0,16.86,0,0.86,5.19,435.24,0,1.6,2.08,0,13.33,0,0.9,0,0,0,73.67,0,0,6.26,0,0.85
 48-58,0,0,0,0,1.9,0,0,133.74,0.65,0.47,0.39,23.06,0.64,0,1.17,2.24,0.61,4.04,1.85,0.76,6.18,40.73,1.1,3.22,5.32,377.85,3.73,0,0.8,0,4.45,0,0,0,0,0,79.11,0,0.64,3.15,0,5.13
 60-70,0,0,0.86,0,5.58,0,0,226.06,0.81,0,1.85,16.33,0,0,2.87,0,0,0,0,0,0,59.43,2.07,10.2,10.33,359.06,0,1.08,3.38,0,10.07,0,0,0.68,0,0,50.18,0,2.8,3.07,0,2.51
 72-82,0,0,0.87,0,12.6,1.52,0,102.23,0,1.57,2.34,25.79,0.64,0.58,0.93,1.6,0.49,0,1.05,0,0,42.45,0,0,4.47,207.39,0,0.53,10.86,0,2.08,0,0,0.76,0,0,13.25,1.21,0,14.48,0,12.71
 84-94,0,0,3.48,0,4.44,2.28,0,97.25,0,2.58,2.55,18.74,0,0,4.55,2.95,2.07,1.37,0.89,0,0.73,40.74,0.76,10.79,6.14,172,0,2.77,2.86,0,24.08,0,0,0.56,0,0,8.48,0,0,0.58,0,16.87
 96-106,0,0,1.67,0,7.46,6.97,0.98,112.9,0.62,3.62,0.93,30.64,3.56,0,2.23,3.69,1.61,0,2.84,0,2.94,41.82,0,0,1.71,85.83,3.32,9.36,1.35,0,6.68,0,0,0,0,0,16.68,0,0,6.93,0,1.24
108-118,0,0,0.6,0,6.83,0,0,86.04,0,1.64,1.16,21.55,1.15,0,0.73,3.42,2.6,0.42,0.67,4.24,0,48.86,6.83,1.72,2.48,135.77,1.37,2.89,1.97,0,6.9,0,0,0,0,0,17.05,0,0,14.97,5.93,2.36
120,0,0,0,0,15.18,5.01,1.71,70.67,0,1.05,1.52,24.62,1.55,0,10.68,6.76,5.58,0,0,3.28,0,62.35,3.01,0,3.55,183.45,0,6.84,9.32,0,1.43,0,0,1.22,0,0,0,3.58,0,4.14,8.78,3.85
