stage,axial,blastomeres,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,464.96,4454.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6857.83,0,0,0,0,0,0,0,0,0,0,0
  5-6,1689.63,5597.47,118.46,0,0,0,0,0,0,0,0,0,425.54,0,0,0,0,0,0,0,0,0,0,0,3931.1,172.57,0,0,819.72,0,6007.1,0,0,0,0,0,0,0,0,0,0,0
  7-9,2327.28,447.11,853.52,0,48.7,0,72.12,0,0,0,0,0,1705.92,0,0,0,0,0,0,0,0,0,0,0,1775.65,1704.33,0,0,10891.35,0,315.24,69.28,0,35.31,0,0,0,0,0,0,0,0
 10-12,84.39,189.3,846.23,0,376.88,0,99.71,0,0,0,0,0,171.66,0,0,0,0,0,5.32,0,0,0,0,0,4346.56,584.27,0,0,8465.98,0,57.09,21.88,66.38,438.37,0,182.74,0,0,0,0,0,0
 14-21,0,4.18,2.81,2043.8,201.28,0,206.91,0,65.31,0,1.18,2.2,1.86,13.17,0,1.91,0,0,0,0,273.89,3.64,0,250.65,391.35,1.9,4.15,58.3,55.1,0,50.81,0,1215.9,0,35.22,897.79,30.74,0,0,141.72,0,0
 24-34,0,0,1.35,1162.72,19.53,0,114.73,0,153.42,10.3,0,0.68,0,33.42,0,2.37,0,0,0,0,269.27,7.22,0,42.35,226.25,0,19.52,1.26,0,0,1.11,0,7.44,0,24.68,123.71,13.44,0,0,757.83,0,0
 36-46,0,0,1.65,554.9,4.01,0,207.47,0,47.86,15.24,9.63,0,0,62.69,0.64,0,0,3.18,1.69,0,254.01,5.7,10.35,63.04,203.77,1.71,8.31,2.17,0,0,0.82,0,0,0,9.76,0,23.28,0,0,720.62,0,0
 48-58,0,0,0,487.5,0.91,0,486.37,0.66,28.89,17.87,93.34,0.56,0.75,85.53,0,0,0,1.23,0,4.01,219.77,6.25,11.12,35.5,245.98,0,9.58,4.34,0,0.56,3.38,0,0,0,2.95,0,20.56,0,3.05,502.62,0,3.01
 60-70,0,0,0,295.29,0.62,0,385.18,3.51,7.35,43.64,376.12,0,0,118.62,9.48,8.47,0,8.28,0,0,320.72,3.63,14.07,26.13,220.01,0,5.16,3.61,0,5.24,1.25,0,0,0,6.43,0,4.9,4.11,7.65,480.53,0,0
 72-82,0,0,0,199.87,7.71,0,337,5.97,5.82,29.73,445.05,0,0,104.98,2.36,1.34,0,4.47,0,0,361.82,1.15,3.25,21.16,116.16,0,10.4,1.26,0,0.84,1.95,0,0,0,4.46,0,8.84,10.34,29.31,689.63,3.94,1.16
 84-94,0,0,0,362.35,3.41,0,352.63,11.07,12.71,36.42,154.61,3.13,0,76.51,0,6.59,0,10.95,0,0,265.15,1.72,9.92,28.24,200.82,2.06,12.01,3.44,0,5.3,1.08,0,0,0,3.73,0,4.91,41.27,14,678.81,3.02,2.44
 96-106,0,0,0,385.59,51.55,0.84,381.2,10.04,33.84,59.54,285.54,8.32,0,69.18,0,2.63,0.76,44.37,7.7,0,315.04,4.2,7.96,20.69,135.35,0,13.43,2.82,0,26.82,5.06,0,0,1.01,3.2,0,0,83.35,22.5,712.67,3.82,0
108-118,2.91,0,0,245.06,3.64,2.7,400.15,8.02,11.7,43.88,151.67,4.79,0,42.72,0.42,2.47,0,9.95,2.62,0,398.15,2.1,7.71,9.06,169.67,0,13.17,5.21,0,11.75,8.59,0,0,1.35,0.68,0,0,105.46,17.65,494.88,3.31,0.68
120,0,0,0,283.78,0,3.06,427.22,1.61,7.66,48.36,386.39,5.55,0,43.85,3.15,2.33,0,7.33,4.74,0,287.18,0,2.12,15.14,279.69,0,4.6,0,0,1.79,5.9,0,0,0,0,0,0,33.5,13.29,478.98,2.27,0
