stage,erythrocytes,heart,mesenchyme,neural,somites
 10-12,0,0,0,4.72,0
 14-21,0,0,0,0,1.23
 24-34,0,0,0,2.63,0
 36-46,0,0,0.59,0,0
 48-58,0,0,0,1.07,0
 72-82,13.98,0,0,0,0
 96-106,6.89,1.61,0,0,0
108-118,12.23,0,0,0,0
120,0,0,0,15.34,0
