stage,eye,fin.epithelia,glial,liver,mesenchyme,muscle,neural,notochord,otic,periderm,spinal.cord,vasculature
 10-12,0,0,0,0,0,0,10.85,0,0,0,0,0
 24-34,0,0,0,0,0,0.74,0,0,0,0,0,0
 36-46,0,0,0,0,0,0,1.86,0,0,2.23,0,0
 48-58,1.63,0,0,0,0,0,7.35,0,0,0,0.72,5.9
 72-82,5.06,0,0,0,1.04,0,0.99,0,0,0,0,0
 84-94,0,1.31,0,0,2.6,0,0,0,0,0,0,0
 96-106,2.1,0,0,0,0,0,5.25,0,0,0,0,0
108-118,0,0,0,0,0,0,0,0,1.14,0,0,0
120,0,0,6.44,6.57,0,0,12.62,1.29,0,0,0,0
