stage,endocrine.pancreas,eye,glial,mesenchyme,muscle,neural,spinal.cord
 14-21,0,0,0,0,0,1.32,0
 24-34,0,0,0,0,0,1.62,0
 36-46,0,0,0,0,0,1.57,0
 48-58,0,1.54,0,0.59,0.44,8.45,0.94
 60-70,0,0,0,0,0,1.8,1.59
 72-82,0.56,0,0.89,0,0,13.91,0
 84-94,0,0,0,0,0,10.61,0
 96-106,0,0,0,0,0,9.82,0
108-118,0,0,0,0,0,9.79,0
120,0,6.31,0,0,0,0,0
