stage,epidermis,eye,glial,mesenchyme,muscle,neural,paraxial.mesoderm,spinal.cord,vascular.smooth.muscle
 10-12,0,0,0,0,0,0,3.64,0,0
 14-21,0,0,0,0.87,0,1.8,0,0,0
 24-34,0,0,0,0,0,1.95,0,0,0
 36-46,0,1.87,0,0,0.79,3.85,0,2.2,0
 48-58,0,0.64,0,0,0,0.82,0,0,0
 60-70,1.63,0,0,0,0,0,0,0,0
 72-82,0.64,0.78,3.56,1.18,0,0,0,0,0
 84-94,0,0,0.89,0,0,1.74,0,0,0
 96-106,0,0,0,0,0,6.72,0,0,3.23
