stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,176.73,4100.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,246.5,0,0,0,0,0,0,0,0,0,0
  5-6,575.8,4451.77,0,0,0,0,0,0,0,0,0,0,0,119.8,0,0,0,0,0,0,0,0,0,0,0,75.18,0,0,0,28.73,0,37.03,0,0,0,0,0,0,0,0,0,0
  7-9,179.11,4,0,55.18,0,0,0,37.62,0,0,0,0,0,186.57,0,0,0,0,0,0,0,0,0,0,0,730.44,43.17,0,0,170.01,0,0,38.3,0,0,0,0,0,0,0,0,0
 10-12,0,0,0,57.03,0,0,0,5.51,0,0,0,0,0,16.13,0,0,0,0,0,5.32,0,0,0,0,0,520.74,37.14,0,0,71.98,0,3.81,5.33,0,7.59,0,0,0,0,0,0,0
 14-21,0,0,15.24,8.65,64.2,16.15,0,1.93,0,0,0,2.15,5.09,0,0,2.55,5.35,0,0,0,0,3.57,0,0,4.39,197.45,3.45,1.72,0,1.91,0,0.97,0,2.45,0.99,1.43,5.26,0,0,35.88,0,0
 24-34,0,0,11.47,0,18.35,30.61,0,22.13,0,1.63,0,1.52,2.16,0,2.23,43.85,36.97,0,0.68,0,0,4.82,3.59,0,3.36,154.71,6.23,4.75,1.08,0,0,1.23,0,0,0,0,4.92,0,0,516.04,0,0
 36-46,0,0,9.69,0,18.89,43.01,0,16.54,0,10.84,0.87,12.02,0.65,0,1.29,79.65,54.28,0.56,0,0,6.95,14.69,5.13,0,1.96,132.42,5.77,11.58,0,0,0,0.58,0,0,3.61,0,7.16,0,0,518.89,0,2.12
 48-58,0,0,5.14,0.86,12.97,39.82,0,18.66,3.88,2.25,2.6,11.66,1.19,0,0,108.74,24.58,0,1.05,0,0,46.58,13.84,1.49,1.98,91.35,1.55,2.42,1.71,0,0,1.3,0,0,1.97,0,16.55,0,0,438.35,0,1.43
 60-70,0,0,3.96,0,11.36,45.4,0,8.75,0,4.77,6.74,2.16,0,0,0.92,178.44,34.83,1.2,4.45,3.22,0,183.76,0,0,0.62,66.61,0,9.44,2.28,0,0,4.96,0,0,3.81,0,4,0,1.01,536.16,0,10.32
 72-82,0,0,7.29,0.75,8.2,138.7,0,42.75,0,2.2,25.87,4.56,5.9,0,7.66,119.59,42.26,0,0,0,0,265.07,3.1,1.95,0.6,54.9,0,1.69,7.32,0,0,1.38,0,0,0.85,0,1.38,0,0,1036.12,0,5.63
 84-94,0,0,12.92,1.04,12.82,186.8,0,60.86,0,4.46,8.03,13.18,7.4,2.6,0,183.19,52.2,0,2.29,0,0,252.28,2.17,0,4.08,73.69,0,11.68,2.79,0,0,0.56,0,0,3.63,0,0,0.71,0.84,1066.13,0,2.4
 96-106,0,0,3.09,0,12.33,386.19,0,26.52,1.34,1.29,7.13,10.01,8.67,0,2.3,157.97,93.49,0,6.07,1.58,0.68,180.45,11.34,0,1.09,124.2,0,30.63,7.81,0,0,10.04,0,0,4.92,0,0,0,0,1254.33,4.5,9.64
108-118,1,0,7.78,0.94,17.47,195.79,1.08,57.67,0,2.14,4.58,10.26,20.09,0,0,104.46,66.12,2.4,12.03,2.42,0,157.85,5.58,3.5,1.04,107.37,0,7.26,3.31,0,6.37,2.14,0,0,10.29,0,0,0.51,0.82,1208.53,1.86,0.79
120,0,0,2.96,0,7.96,230.63,6.98,32.04,0,4.22,12.22,5.34,23.86,5.2,0,246.78,54.15,1.74,5.6,0,0,125.55,3.01,0,1.42,106.54,0,6.31,0,0,0,5.64,0,0,1.13,0,3.5,1.64,1.52,1848.88,0,4.77
