stage,endocrine.pancreas,endoderm,eye,glial,mesenchyme,neural,spinal.cord
  7-9,0,0,0,0,0,3.45,0
 10-12,0,0,0,0,0,18.74,0
 14-21,0,0,0,0,0,1.57,0
 24-34,0,0,0,0,0,0.59,0
 36-46,0,0,0,0,0,0.89,0
 48-58,0,0,0.41,0,3.18,0,0
 60-70,0,0,0,0,5.59,0,0
 72-82,0,0,1.97,0.73,24.89,1.94,0
 84-94,0,0,0,0,8.96,9.92,10.45
 96-106,0,0,0,0,11.96,4.54,0
108-118,4.9,0.46,0,3.76,22.07,2.14,0
120,0,0,0,0,19.67,0,0
