stage,endoderm,epidermis,eye,glial,gut,mesenchyme,neural,periderm
 14-21,0.85,0.99,0,0,0,0,0,0
 36-46,0,0,0.73,0,0,0,0,0.64
 48-58,0,0,0,0,0,0,3.85,0
 60-70,0,0,0,1.06,0,0,0.89,0
 72-82,0,0,0,0,0,0,3.57,0
108-118,0,0,2.77,0,0.46,0.73,2.14,0
