stage,eye,fin.epithelia,glial,muscle,neural,periderm,presomitic.mesoderm,spinal.cord
 14-21,0,0,0,0,1,0,1.49,0.8
 24-34,0,0,0,0,2.57,0,0,0
 36-46,0,0,0,0,1.37,0,0,0
 48-58,0,0,1.33,0.42,0.55,0,0,0
 60-70,6.25,0,0,0,3.93,0,0,0
 72-82,0,0,5.65,0,0,0,0,0
108-118,0,0.42,0,0,0,1.01,0,0
