stage,eye,glial,gut,ionocyte,neural,spinal.cord
 24-34,0,0,0,0,3.24,0.63
 36-46,0,0,0,0,19.16,0
 48-58,0,0,0,0,0.87,0
 60-70,0,0,0,0,14.82,0
 72-82,0,0,0.49,0,8.47,1.62
 84-94,0,1.69,0,1.45,2.63,0
 96-106,7.5,0,0,0,4.97,1.91
108-118,5.07,0,0,0,15.41,0
120,18.63,0,0,0,0,0
