stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,34.37,2057.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152.84,0,0,0,0,0,0,0,0,0,0,0
  5-6,420.19,6313.35,0,26.19,0,0,0,0,0,0,0,0,83.87,0,0,0,0,0,0,0,0,0,0,0,426.19,72.5,0,0,78.45,0,202.98,0,0,0,0,0,0,0,0,0,0,0
  7-9,428.47,227.31,0,421.56,0,11.93,601.04,0,0,0,0,0,355.82,0,0,0,0,0,0,0,0,0,0,0,7204.23,576.88,0,0,2802.91,0,10.69,17.28,0,0,0,0,0,0,0,0,0,0
 10-12,4.89,195.3,0,634.87,0,18.8,498.48,0,0,0,0,0,135.47,0,0,0,0,0,0,0,0,0,0,0,6287.86,1545.61,0,0,3038.72,0,7.15,33.49,8.61,391.09,0,112.15,6.79,0,0,0,0,0
 14-21,0,0,0,6.65,412.98,16.75,10,0,2.92,0,15.98,13.44,0,3.33,0.95,0,0.87,0,0,0,83.28,1.17,0,123.83,229.31,248.29,0.85,5.8,7.83,0,8.32,3.56,107.85,4.9,33.4,339.13,152.47,0,0,5.6,0,0
 24-34,0,0,0,0,278.92,5.89,30.9,0,17.51,7.61,21.52,2.53,0,7.66,0.71,0,0.85,1.43,1.14,14.17,231.07,0.69,1.21,173.89,319.27,108.39,2.11,8.53,0,0.99,1.5,0,2.33,1.08,1.69,57.62,118.54,0,0,15.55,0,1.93
 36-46,0,0,0,0,196.56,0,68.87,0,16.5,57.54,56.44,0,0,4.65,3.57,0,0,6.35,0,3.12,350.91,0,1.85,123.41,393.19,132.31,0,3.74,0,1.69,0.71,0,0,2.13,0,0,155.26,0,1.37,27.28,0,4.11
 48-58,0,0,0,0,71.59,0,94.48,0,31.11,30.13,79.62,0,0,2.47,10.02,1.83,0.4,2.75,0,11.58,443.44,0,5.86,65.41,294.33,59.44,3.44,8.04,0,0.4,3.13,0,0,0,0,0,102.27,0,2.09,14.92,0,2.39
 60-70,0,0,0,0,98.88,0.78,124.58,0,26.84,35.07,79.84,0.61,0,3.07,15.88,2.65,0,2.73,0,18.76,798.28,1.12,10.22,47.01,194.54,32.25,0,13.76,0,4.61,1.9,0,0,1.72,0,0,84.02,0,9.01,8.05,8.13,16.67
 72-82,0,0,0.93,0,38.69,0,112.88,0,10.32,45.95,58.68,0,0,3.52,5.33,1.1,0.5,1.91,0,5.56,598.79,1.2,14.06,50.07,204.03,9.46,1.97,7.95,0,0.8,0.56,0,0,0.87,0,0,30.37,0.76,8.31,7.4,23.69,5.01
 84-94,0.62,0,0,0,83.47,0,115.05,2.68,19.45,36.04,81.48,0.8,1.3,4.05,12.46,0,1.68,4.77,0,0,690.33,0,25.5,37.04,140.15,29.9,0.61,14.71,0,2.5,7.34,0,0,0.93,1.24,0,17.55,0,16.76,8.03,25.51,7.98
 96-106,0,0,0,0,23.93,10.91,46.92,0,2.55,14.07,47.13,3.7,0,3.18,10.91,2.73,0,8.25,0,0.65,329.86,2.9,5.27,12.98,123.68,14.84,2.97,8.04,0,5.89,3.49,0,0,0,0,0,8.79,1.22,11.71,16.33,24.16,2.56
108-118,0,0,1,0.74,38.78,6.78,61.5,1.33,14.77,16.35,35.21,0.48,0,0.43,7.06,2.8,2.13,4.6,0,6.58,304.89,0,14.09,21.11,97.74,12.73,1.74,7.96,0,7.3,2.03,0,0,0.44,0,0,4.02,0,6.41,6.4,10.55,14.29
120,0,0,0,0,30.9,0,54.08,0,9,3.97,21.25,2.26,0,4.83,12.51,1.65,1.18,7.34,5,0,239.15,1.12,0,23.7,141.9,14.33,0,0,0,2.67,0,0,0,0,0,0,6.88,4.18,13.45,0,26.45,4.69
