stage,eye,glial,notochord,periderm,presomitic.mesoderm
 14-21,0,0,1.22,0,0.84
 24-34,0,0,8.01,0,0
 36-46,0,0.77,82.01,0,0
 48-58,0,0,14.49,0,0
 60-70,0.95,0,30.24,0,0
 72-82,0,0,15.31,0,0
 96-106,0,0,3.88,0,0
108-118,0,0,17.38,0.65,0
