stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,29.87,434.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.54,0,0,0,0,0,0,0,0,0,0
  5-6,49.4,231.58,0,9.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.27,0,0,0,0,0,0,0,0,0,0
  7-9,13.13,30.58,0,5.19,0,0,34.52,0,0,0,0,0,4.54,0,0,0,0,0,0,0,0,0,0,0,555.58,11.58,0,0,205.39,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,307.4,0,106.14,0,0,32.42,0,0,0,0,0,29.17,0,0,0,0,0,7.47,0,0,0,0,0,9081.48,726.31,0,0,944.49,0,6.13,0,42.07,0,5.78,73.57,0,0,0,0,0
 14-21,0,0,1.24,10.36,356.91,101.04,31.06,0,1.36,0,147.9,0.85,7.22,0,0,0,1.11,0,0,0,311,0,0,220.23,8530,1414.28,0,3.46,5.65,0,6.04,93.7,163.96,4.72,342.9,5528.66,0,0,24.07,0,0
 24-34,0,0,2.39,3.2,97.67,5.63,39.71,0,2.06,17.75,99.75,0.75,9.59,0.86,0,2.41,0.97,0.74,2.88,0,433.25,0,0,213.56,7430.65,120.34,2.96,3.15,0,0,10.61,3.39,171.83,5.13,167.85,3604.44,0,0,125.31,0,4.42
 36-46,0,0,0,0.61,25.24,0,358.78,0,9.4,27.68,279.02,0,0,2.57,22.58,0,0,0.57,15.36,2.27,407.58,0,0,96.81,8550.09,61.61,1.7,4.68,0,0,20.13,0,121.38,6.57,0,2497.47,0,0,116.97,0,0
 48-58,0,0,0,0,20.85,0.54,429.11,1.7,16.03,23.05,466.24,0,0.37,3.23,1.06,0,4.61,0,12.97,0,254.43,0,0,38.07,4838.92,19.22,1.47,2.12,0,0,5.53,0,82.64,0,0,1433,0,0.42,51.19,0.5,8.15
 60-70,0,0,0.6,0,14.55,0,288.47,0,0,11.8,409.64,0,0,6.02,8.76,0,0,2.26,0,0,171.86,0,2.15,17.34,3149.54,16.37,0,0,0,5.13,4.98,0,25.19,0,0,455.11,0,0,19.24,0,21.5
 72-82,0,0,0,0,12.47,4.92,235.52,6.88,1.84,17.95,271.33,0,0,1.08,0,0,2.54,0,0,0,133.07,0,3.95,16.29,1837.4,1.54,0,0.49,0,9.45,2.61,0,56.62,3.45,0,72.39,1.21,3.11,13.61,0,5.6
 84-94,0,0,0,0,16.33,0,185.62,0.74,0.68,17.62,253.22,0,0,0,0,0.72,0,0.65,10.57,0,139.19,0,0,20.31,1449.2,5.63,0,2.77,0,2.68,6.15,0,52.36,0,0,89.94,1.26,2.91,12.09,0,0
 96-106,0,0,1.08,0,11.48,5.85,103.63,0,0.68,17.42,175.12,0,0,0,1.56,0,0.57,0.75,0,0,45.71,0.77,2.11,8.59,1088.89,3.1,0,0,0,7.68,8.66,0,106.55,0,0,18.34,3.72,1.48,10.03,0,0
108-118,0,0,0,0,19.42,0,173.09,0,0.95,17.99,152.79,3.26,0,0,0,0.86,0,0,2.42,0,71.94,0,10.16,18.78,1415.01,10,0,0,0,7.21,0.47,0,74.53,0.44,0,18.49,0,0,4.48,0,0
120,0,0,0,0,10.37,0,150.81,0,0,57.59,289.82,0,0,0,1.47,0,0,0,0,0,67.45,0,0,18,1439.28,2.35,0,0,0,10.01,2.57,0,36.55,0,0,15.48,0,1.52,2.2,0,0
