stage,eye,fast_muscle,glial,lateral_line,mesenchyme,muscle,neural,somites,spinal_cord
 14-21,0,0,0,0,0,0,0,0,0.83
 24-34,0,0,0,0,0,0.62,0,0.62,0
 36-46,0,0.67,0,0,0.93,0,0,0,0
 48-58,0,0.68,0,0,0,0,0,0,0
 60-70,2.73,0,0,0,0,0,0,0,0
 72-82,1.11,0,0,0,0,0,0,0,4.78
 84-94,0,0,7.49,0,0,2.34,0,0,0
 96-106,0,0,0,0.63,0,0,2.95,0,0
108-118,0,0,0,0,0,0.54,0,0,0
120,1.83,0,0,0,0,0,0,0,0
