stage,endocrine.pancreas,eye,muscle,neural,spinal.cord
 14-21,0,0,1.09,0,0
 36-46,0,0.85,0,0,0
 48-58,0,0,0,0,1.31
 60-70,0,0,0,2.34,0
 72-82,0,2.24,0,3.39,0
 84-94,0,0,0,2.17,0
 96-106,0,0,0,0.88,0
108-118,0,0,0,2.86,0
120,1.37,0,0,0,0
