stage,epidermis,eye,fin_epithelia,neural,otic,periderm,spinal_cord,vasculature
 24-34,0,0,0,0,0,1.31,0,0
 36-46,0,0,0,0,0,1.43,0,0
 48-58,0,0,0,4.64,0,0,0,0
 60-70,0,0,0,0,0,5.75,0,0
 72-82,0,0,0,0.86,0,3.89,0,0
 84-94,0.68,0,0,0,0,0.59,0,0
 96-106,0,0,0,0,0,3.35,0,3.09
108-118,0,0.5,0.47,1.13,0.74,0,0.63,0
120,0,0,0,0,0,3.01,0,0
