stage,epidermis,exocrine.pancreas,eye,glial,mesenchyme,muscle,neural,spinal.cord
 14-21,4.4,0,0,0,0,0,1.09,0
 24-34,0,0,0,0,5.51,0,0,1.96
 36-46,0,0,0.66,0,0,1.31,1.22,0
 48-58,0,0,0,0,0.44,0,1.62,0
 60-70,0,0,0.8,0,0,0,0,0
 72-82,0,0,1.57,0,0,0,1.44,1.24
 84-94,0,0,0,0,0.76,0,0,0
108-118,0,1.77,4.7,7.65,1.8,0,1.38,0
120,0,0,0,0,0,1.12,0,0
