stage,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,248.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.55,0,0,0,0,0,0,0,0,0,0
  5-6,109.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.2,0,0,0,0,0,6.15,0,0,0,0,0,0,0,0,0,0
  7-9,0,0,0,0,0,0,38.21,0,0,0,0,0,4.9,0,0,0,0,0,0,0,0,0,0,0,57.22,3.43,0,0,3.32,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,7.46,0,3.62,0,0,0,26.7,0,0,0,0,0,4.26,0,0,0,0,0,0,0,0,0,0,0,127.3,0,0,0,0,0,0,0,3.37,0,0,0,0,0,0,0,0
 14-21,0,0,1.3,3.96,0,0,1.68,0,0,0,0,0,0,0,0,2.25,0,0,0,0,7.95,0,0,2.9,33.82,0,0,0,0,0,1.86,1.79,0,0,6.85,13.44,0,0,0,0,0
 24-34,0,0,0,1.33,0,0,3.01,0,0,1.64,2.71,0,0,0,0,13.04,0,0,0,0,17.31,2.16,0,7.09,169.81,1.85,14.49,0.67,0,0,14.69,0,0,0.78,2.97,34.13,0,0,0,0,1.51
 36-46,0,0,0,1.07,0,0,53.44,1.99,0,2.63,7.89,0.72,0,0,0,7.96,0,0,0,0,32.16,8.81,0,3.66,267.01,0,26.31,0,0,0,39.14,0,0.72,4.09,0,27.44,0,0,1.47,0,0
 48-58,0,0,0,2.14,0,0,213.1,0,0,4.66,7.09,0.49,0,0,0,2.91,12.57,0.49,0,0,41.44,2.71,0,5.28,534.15,1.12,29.37,0.38,0,0,4.53,0,0,0.95,0,70.24,0,0,0,0,1.89
 60-70,0,0,0,3.86,0,0,831.81,0,6.35,0.86,11.74,0.68,0.97,0.66,0,15.61,0,0.82,3.22,2.02,50.11,3.75,0.93,3.87,873.64,0.58,16.16,0.68,0,0,14.85,0,0,3.45,0,95.01,0,0,0,0,16.7
 72-82,0,0.83,0,8.29,1.82,0,1188.3,6.05,0,6.04,34.3,10.55,1.61,0.66,0,4.19,0,1.54,0,1.45,95.65,1.01,3.59,8.9,865.36,0,25.96,1.19,0,0,7.49,0,0,0,0,81.88,0.56,2.87,2.23,8.12,12.52
 84-94,0,0,0,8.9,3.82,0,702.31,1.03,8.9,9.9,20.71,4.61,2.66,1.5,0.79,18.39,0,0,0,11.88,85.52,15.34,11.64,11.84,559.36,0,27.44,1.33,0,5.27,43.14,0,1.32,0.6,0,34.45,12.64,6.49,1.24,27.51,10.24
 96-106,0,0.99,0,9.36,1.77,0.92,643.59,1.43,0,8.97,29.99,18.98,0,0,4.18,7.8,0,0.59,4.34,12.6,85.3,16.27,4.96,6.37,508.35,0,22.59,1.78,0,1.44,16.42,0,2.01,0.62,0,31.99,5.93,5.38,1.9,24.05,7.49
108-118,0,0,0,24.73,0,0,623.56,0.46,3.13,35.65,44.78,12.37,0,0.74,0.51,18.87,0,1.1,0,4.57,88.54,7.54,0.98,3.84,733.79,0,16.22,3.09,0,3.36,32.54,0,0,0.5,0,35.72,4.23,2.88,3.66,17.36,7.2
120,0,0,0,45.23,14.01,5.37,616.09,11.83,0,25.9,61.66,26.04,0,1.85,0,17.83,11.11,7.43,0,4.57,163.23,2.21,19.84,1.13,1573.81,0,38.38,1.86,0,2.03,18.96,0,1.2,0,0,18.5,6.84,21.82,0,32.59,17.15
