stage,erythrocytes,eye,fin.epithelia,glial,gut,mesenchyme,muscle,neural,notochord,periderm,spinal.cord
 14-21,0,0,0,0,0,0,0,0,0,0,0.9
 24-34,0,0,0,0,0,0,0,4.4,0,0,2.3
 36-46,0,0,0,0,0,0,0,10.58,0,0.56,0
 48-58,0,2.01,0,0,0,0,0,0.61,0,0,0.85
 60-70,0,2.13,0,0,0,0.75,0.57,0,0,5.78,0
 72-82,3.73,0.94,6.38,0,0,0.8,0,4.5,0,0,0
 84-94,0,0,0,0,0,0,0,1.02,0,0,0
 96-106,0,0,0,0,0.73,0,0,0,0,0,0
108-118,0,0.68,0,1.62,0,0,0,0,0,0,0
120,0,0,0,0,0,0,0,0,8.4,0,0
