stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,0,230.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,0,102.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110.63,0,0,0,16.25,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,0,0,0,0,5.53,0,3.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123.06,0,0,0,42.11,0,0,0,11.22,0,0,0,0,0,0,0,0
 14-21,0,0,0,0.88,15.8,2.33,0,3.35,0,0,0,6.15,0,0,5.02,0,0,0,0,0,0,4.91,0,0,3.31,41.37,1.61,0,1.77,1.37,0,2.49,6.35,0.86,1.91,5.17,23.91,0,0,0.98,0,3.62
 24-34,0,0,1.52,0,1.47,0.69,0,19.46,0,3.76,0,2.62,0,0.67,0,0.69,1.45,0,0,0,0,4.68,0,0,3.86,182.03,2.27,2.96,1.6,0,0,11.3,0,0,0,2.31,57.55,0,0,3.45,0,7.2
 36-46,0,0,0,0,13.62,1.39,0,18.16,0.68,0,0,10.75,0,0,0.73,6.84,0,0,0,4.06,0,10.03,0,0,3.28,336.12,0,0,0,0,0,8.34,0,0.65,10.68,0,72.53,0,0,3.6,0,0
 48-58,0,0,0,0.5,13.56,0.67,0,120.97,0.38,1.27,0.41,30.91,0,0,0.38,0,6.78,0,3.08,0.39,1.73,20.99,1.73,0.77,2.9,381.32,0.65,0.37,0.46,0,0,2.76,0,0,0.4,0,58.45,0,0,2.68,0,9.77
 60-70,0,0,0,0,4.45,4.43,0,246.13,0,0,1.9,16.69,1.88,0,0.84,0,5.18,0,0.65,0,0,26.27,0,0,7.93,448.77,0,0.98,4.07,0,0,7.56,0,0,0,0,56.75,0,0.9,2.86,4.07,7.37
 72-82,0,0,0.69,0.75,14.34,48.14,0,180.23,0,0.78,0,30.34,0,0,1.25,2.78,0,0.49,0.97,0,0,37.39,3.47,0,2.71,415.55,0,0.98,0.91,0,0.71,5.03,0,0,0,0,22.51,1.68,1.35,4.22,1.29,0
 84-94,1.23,0,0,1,6.09,56.66,0,107.6,0,1.8,4.14,26.81,2.09,0,0.79,2.14,1.98,0,2.56,0,2.48,27.95,2.54,0,5.09,306.36,0.76,0,0,0,0,19.46,0,0,0,0,22.96,3.4,0,24.62,0,1.05
 96-106,0,0,0,0,3.3,125.98,0,106.37,1.95,0.86,0.85,10.7,5.54,0,0,2.24,0,0,0,0,0,29.82,0,2.23,0,148,0,3.15,5.4,0,0,16.31,0,0,0,0,2.88,2.5,0.75,0.67,0.67,0
108-118,0,0,0,0,9.28,26.4,3.31,106.43,1.09,0.69,0,11.67,5.92,0,1,2.17,2.29,1.33,0,0,0.97,25.04,0,5.57,0.66,210.32,1.07,2.25,1.6,0,0,8.59,0,1.91,0.48,0,5.11,7.21,1.51,1.43,0,0
120,0,0,0,0,8.27,17.99,1.91,105.81,0,0,0,10.1,0,0,0,12.6,0,4.74,0,0,0,0,0,0,2.94,230.38,0,2.92,0,0,0,7.57,0,0,2.07,0,8.95,0,0,1.14,6.92,0
