stage,endoderm,eye,neural,paraxial_mesoderm,spinal_cord
  7-9,4.16,5.41,0,6.94,0
 10-12,0,20.84,27.63,0,0
 24-34,0,0,3.72,0,0
 36-46,0,0,1.96,0,0
 48-58,0,0,8.81,0,0
 60-70,0,0.95,1.81,0,2.3
 72-82,0,3.82,3.02,0,0
 84-94,0,0.59,0,0,0
 96-106,0,0,6.23,0,0
108-118,0,2.14,2.9,0,0
