stage,epidermis,eye,fin.mesenchyme,glial,melanocytes,mesenchyme,neural,olfactory,periderm,pronephros,spinal.cord,taste
 10-12,0,0,0,0,0,0,5.26,0,0,4.95,0,0
 24-34,0.85,0,0,0,0,0,1.54,0,4.43,0,0,0
 36-46,0,0.65,0,0,0,0,2.25,0,0,0,0,0
 48-58,0,0,0.4,0,3.43,0,0,0,0,0,1.77,0
 60-70,0,1.07,0,1.23,0,0,0,0,0,0,0,0
 72-82,0,0,0,0,0,0.58,1.73,0,0,0,0,0
 84-94,0,2.04,0,0,0,0,0,0.71,0,0,0,0
 96-106,0.56,0,0,0,0,0,0,0,1.92,0,0,1.01
108-118,0,0,0,1.03,0,0,1.69,0,0,0,0,0
120,0,0,0,8.94,0,0,0,0,0,0,0,0
