stage,epidermis,fin.epithelia,glial,mucous,muscle,neural,periderm
 14-21,9.96,0,0,0,0,0,1.14
 24-34,1.63,0,0,2.72,0.71,0.85,2.56
 36-46,1.96,0.74,0,0,0,1.2,0
 48-58,0,1.47,0,0,0,1.03,3.86
 60-70,0,0,0,0,0,3.8,0
 72-82,0,2.19,0,0,0,0,3.49
 84-94,0,0,1.73,0,0,5.71,3.07
 96-106,0,0,0,0,0,0,8.86
108-118,3.25,0,0,1,0,0,2
120,1.41,0,0,0,0,0,6.35
