stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,20.89,44.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,8.83,161.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,20.83,28.26,0,14.75,0,0,0,56.46,0,0,0,0,0,10.04,0,0,0,0,0,0,0,0,0,0,0,287.47,9.68,0,0,84.15,0,0,10.51,0,0,0,0,0,0,0,0,0,0
 10-12,0,4.31,0,22.65,0,9.45,0,28.3,0,0,0,0,0,11.73,0,0,0,0,0,7.47,0,0,0,0,0,401.47,8.87,0,0,199.53,0,0,10.57,4.61,23.16,0,0,0,0,0,0,0,0
 14-21,0,0,0,1.72,18.85,1.72,0,6.97,0,0,0,1.84,1.62,0,1.22,0,2.71,0,0,0,1.05,8.98,0,0,0,101.22,5,0,3.56,2.21,0,0,2.22,11.43,1.79,0,8.74,34.08,0,0,0,0,0
 24-34,0,0,0,1.86,7.39,1.56,0,20.82,0,5.17,0.69,4.07,0.66,0,0,0.67,0.62,0,0,0,0,22.14,0,0,7.85,302.17,2.73,3.29,3.68,0,0,1.74,0,0,0.76,1.15,2.36,77.44,0,0,7.31,0,0.62
 36-46,0,0,0,0,4.32,2.3,0,34.77,1.6,8.54,0,11.23,0.66,0,0.99,0,0,0,1.19,6.94,0,37.11,0.56,0,11.86,456.06,1.5,5.16,1.46,0,0,2.69,0,0,0,6.09,0,92.23,0,0,6.01,0,0
 48-58,0,0,0,0,5.63,0,0,73.9,0,0.82,1.16,15.88,0.43,0,0.94,0.96,0.37,0.39,0.74,0,0.92,43.53,0,1.22,10.32,346.53,0.39,4.35,0.87,0,0,0.49,0,0,6.13,10.22,0,85.37,0,0,5.06,0,2.21
 60-70,0,0,0,0,6.59,1.44,0,217.63,2.38,1.33,2.76,12.42,0,0,0.75,3.44,0.61,3.58,0.73,0,0,74.1,2.44,0.6,4.89,481.43,0.96,0.96,1.72,0,2.07,20.88,0,0,0,2.42,0,103.38,0,0.63,1.83,0,10.52
 72-82,0,0,0,0,7.42,4.27,0,381.03,1.37,0,5.73,21.82,0.49,0,0.53,0,0,1.2,1,0.74,0,91.31,4.04,3.48,12.8,442.78,0.55,5.42,3.9,0,1.03,5.99,0,0,0,1.84,0,49.22,1.33,0,0.62,0.94,11.12
 84-94,0,0,0,0,10.59,6.51,0,310.33,0,0,3.01,24.75,0,0,1.16,2.08,1.2,2.21,3.59,1.49,0,44.13,0,5.52,2.02,418.94,0.85,0.89,8.05,0,0,13.37,0,0,3.2,0.68,0,44.78,0,4.55,11.31,4.81,0
 96-106,0,0,0,0,33.9,19.35,0,544.26,0.57,7.75,0,36.5,1.75,0,0,4.93,0,2.59,0.86,0,0,74.25,1.61,4.41,5.79,379.5,1.36,10.13,10.23,0,1.28,13.16,0,0,0,0,0,32.41,0,0.66,11.7,3.59,4.01
108-118,0,0,0,0,19.34,5.51,3.16,500.15,1.06,4.86,0,25.02,4.95,0,0.71,1.08,0.48,0.83,1.18,2.11,6.35,69.64,0,0,5.46,529.38,0.91,4.15,7.85,0,1.52,12.79,0,0,1.71,7.01,0,6.32,1.74,0.63,22,3.32,4.24
120,0,0,2.94,0,21.1,6.13,0,1057.98,18.47,13.98,2.63,130.71,1.09,0,3,7.59,7.64,8.91,0,3.84,0,70.39,0,30.06,6.11,973.92,2.24,10.34,9.75,0,17.54,19.29,0,0,0,2.72,0,46.24,11.8,10.44,0,4.27,0
