stage,axial,blastomeres,epidermis,eye,glial,mesenchyme,neural,periderm,spinal_cord,vasculature
  5-6,0,13.57,0,0,0,0,0,0,0,0
  7-9,3.32,0,0,0,0,0,0,0,0,0
 24-34,0,0,0,0.6,0,0,0,0,0,0
 36-46,0,0,0,0,0,0,4.05,0,0,0
 48-58,0,0,2.41,0.88,0,0,0.88,0,0,0
 72-82,0,0,0,0,0,0,0,0.96,3.99,0
 84-94,0,0,0,0,0,0,3.91,0.8,0,0
 96-106,0,0,0,0,1.05,0.76,3.09,3.82,0,0
108-118,0,0,0,0,0,1.04,0,1.47,0,1.05
