stage,immune,paraxial.mesoderm,pronephros
  7-9,0,15.16,0
 24-34,0.69,0,0
 48-58,2.48,0,0
 72-82,2.03,0,0
 96-106,0.88,0,0
108-118,1.27,0,0.7
120,12.93,0,0
