stage,fast.muscle,heart,mesenchyme,muscle,neural,otic,slow.muscle,somites,spinal.cord
 14-21,0,0,0,1.73,1.03,0,0,18.13,1.16
 24-34,0,0.6,0,0.6,2.57,0,0.67,4.44,0
 36-46,0.68,0,0.89,0,12.76,0,0,0,0
 48-58,2.83,0,0,8.16,0,0,0,0,0.98
 60-70,0,0,1.01,0,1.09,0,0,0,0
 72-82,0,0,0,0,0.58,0,0,0,0
 84-94,7.04,0,0,0,0,0,0,0,0
 96-106,0,0,0.9,1.19,1.88,0.62,0,0,2.32
108-118,5.19,0,0,4.76,0,0,0,0,0
120,0,0,0,1.09,0,0,0,0,0
