stage,epidermis,eye,glial,mesenchyme,mural.cell,muscle,neural,notochord,otic
 24-34,0,0,0,0,0,0,1.01,1.43,0
 36-46,0,0,0,0,0,0,0.65,0,0
 48-58,0.45,0,0,0,0,0,4.33,0,0.38
 60-70,0,0.9,0,0.6,0,0,4.8,0,0
 72-82,0,2,0,0,0,0,0.78,0,0
 84-94,0,6.23,0,0,0,0.61,3.02,0,0
 96-106,0,6.33,0,0,0.75,0,1.93,0,0
108-118,0,2.3,0.95,0,0,0,0.44,0,0
120,0,5.74,14.75,0,0,0,8.94,0,0
