stage,epidermis,eye,glial,gut,liver,mesenchyme,mural.cell,neural,notochord,otic,spinal.cord
 14-21,0,0,0,0,0,0,0,0,1.23,0,0
 24-34,0,0,0,0,1.51,0,0,0.97,0,0,0
 36-46,0,0,0,0,0,0,0,0.77,0,0,0
 48-58,0,1.16,0,0,0,0,0,5.55,0,0,0.95
 60-70,0,0,1.51,0,0,0,0,13.82,0,0.91,0
 72-82,0,0,0.98,0,0,1.58,0,6.77,0,3.64,0
 84-94,5.4,0,0,4.77,0,0,0,5.29,0,0,0
 96-106,0,4.03,4.14,3.24,0,0.71,1.38,17.61,0,14.96,0
108-118,0,0,0,1.32,0,0,1.9,16.95,0,5.82,0
120,0,8.64,0,0,0,0,0,18.38,0,1.09,4.09
