stage,blastomeres,mesenchyme,muscle,neural,spinal.cord
  3-4,15.23,0,0,0,0
 24-34,0,0,0,1.77,0
 36-46,0,0,0,2.59,0
 48-58,0,0,0,4.81,0.55
 60-70,0,0,0,4.56,0
 72-82,0,0,0.72,7.77,0
 84-94,0,0,0,3.45,0
 96-106,0,0,0,4.78,0
108-118,0,0.98,0,1.56,0
120,0,0,0,9.53,0
